tool,"benchmark","budget",runs,tgen,avgcovi,avgcovb,avgcovm
"evosuite","PDFBOX-26",60,10,45.3277,0.557894742,1,1
"evosuite","PDFBOX-26",180,10,114.8781,0.568421056,1,0.9
"evosuite","PDFBOX-265",60,10,55.9949,0.624074064,0.4234375,0
"evosuite","PDFBOX-265",180,10,168.0918,0.70185186,0.5203125,0
"evosuite","PDFBOX-278",60,10,56.2387,0.967532462,0.96666664,0
"evosuite","PDFBOX-278",180,10,140.0972,0.983116886,0.963333312,0
"evosuite","PDFBOX-285",60,10,56.0717,0.989011,0.895454554,0
"evosuite","PDFBOX-285",180,10,168.2828,0.9967033,0.954545456,0
"evosuite","PDFBOX-40",60,10,55.8121,0.57165353156,0.451249992,0
"evosuite","PDFBOX-40",180,10,154.4424,0.548818896,0.46625,0
"evosuite","PDFBOX-62",60,10,58.2533,0.0228096668,0.01155015231,0
"evosuite","PDFBOX-62",180,10,138.5393,0.067673715,0.041945288,0
"evosuite","PDFBOX-8",60,10,53.6087,0.45234375,0.341666672,0.419354853
"evosuite","PDFBOX-8",180,10,123.9918,0.483984375,0.358333334,0.521935472
"evosuite","PDFBOX-83",60,10,52.7724,0.89285717,0.925,0.825
"evosuite","PDFBOX-83",180,10,125.0329,0.8571429,1,0.875
"evosuite","PDFBOX-91",60,10,55.6487,0.9157895,0.7125,0
"evosuite","PDFBOX-91",180,10,147.0037,0.97894737,0.925,0
"evosuite","SPOON-105",60,10,71.4395,0.095592286,0.0776978447,0
"evosuite","SPOON-105",180,10,226.3749,0.054545456,0.0388489199,0
"evosuite","SPOON-155",60,10,62.2722,0.129850746,0,0.0071428576
"evosuite","SPOON-155",180,10,208.1734,0.126865669,0.0125,0.0321428588
"evosuite","SPOON-16",60,10,62.8821,0.158620685,0.0803921599,0.103030308
"evosuite","SPOON-16",180,10,206.2517,0.160919539,0.0901960815,0.063636366
"evosuite","SPOON-169",60,10,91.5694,0.012072893,0.0008241759,0
"evosuite","SPOON-169",180,10,221.2464,0.1056947601,0.0472527486,0.012587413
"evosuite","SPOON-20",60,10,61.4437,0.300000001,0.14,0.033333336
"evosuite","SPOON-20",180,10,160.8546,0.385714287,0.18,0.133333344
"evosuite","SPOON-211",60,10,65.435,0.162711864,0.0615384638,0.062499996
"evosuite","SPOON-211",180,10,192.2089,0.183050855,0.1025641083,0.1125
"evosuite","SPOON-25",60,10,119.2287,0.0300000004,0.011904762,0.0069444447
"evosuite","SPOON-25",180,10,158.0493,0.0712500009,0.0309523826,0.043055556
"evosuite","SPOON-253",60,10,57.4578,0.768421065,0.725,0
"evosuite","SPOON-253",180,10,169.9407,0.738596487,0.7375,0
"evosuite","SPOON-32",60,10,56.217,0.270000018,0.1125,0.060000003
"evosuite","SPOON-32",180,10,154.6697,0.30000002,0.125,0.06666667
"evosuite","SPOON-65",60,10,79.2223,0.1070776266,0.059036144,0.0011695907
"evosuite","SPOON-65",180,10,211.6535,0.096575342,0.088554216,0
"randoop","FESCAR-10",60,10,61.9989,1,1,1
"randoop","FESCAR-10",180,10,181.8231,1,1,1
"randoop","FESCAR-10",300,10,301.6918,1,1,1
"randoop","FESCAR-12",60,10,64.5922,0.26923079,0,0
"randoop","FESCAR-12",180,10,192.0209,0.26923079,0,0
"randoop","FESCAR-12",300,10,306.748,0.26923079,0,0
"randoop","FESCAR-13",60,10,61.9983,1,1,1
"randoop","FESCAR-13",180,10,181.8789,1,1,1
"randoop","FESCAR-13",300,10,301.7448,1,1,1
"randoop","FESCAR-15",60,10,63.2576,0,0,0
"randoop","FESCAR-15",180,10,188.7075,0.0073770489,0,0
"randoop","FESCAR-15",300,10,311.9744,0.008196721,0,0
"randoop","FESCAR-17",60,10,62.7155,0.8333333,0.8333333,0.882353
"randoop","FESCAR-17",180,10,186.6075,0.8333333,0.8333333,0.882353
"randoop","FESCAR-17",300,10,312.4562,0.8333333,0.8333333,0.882353
"randoop","FESCAR-2",60,10,61.849,0.31578945,0,0
"randoop","FESCAR-2",180,10,181.7763,0.31578945,0,0
"randoop","FESCAR-2",300,10,301.6969,0.31578945,0,0
"randoop","FESCAR-23",60,10,62.9919,0.26190477,0.071428576,0.32142857
"randoop","FESCAR-23",180,10,185.0284,0.26190477,0.071428576,0.32142857
"randoop","FESCAR-23",300,10,306.4574,0.26190477,0.071428576,0.32142857
"randoop","FESCAR-25",60,10,63.406,0.34375,0.375,0.22222223
"randoop","FESCAR-25",180,10,183.2614,0.34375,0.375,0.22222223
"randoop","FESCAR-25",300,10,303.2146,0.34375,0.375,0.22222223
"randoop","FESCAR-28",60,10,61.9679,1,1,1
"randoop","FESCAR-28",180,10,181.7534,1,1,1
"randoop","FESCAR-28",300,10,301.7841,1,1,1
"randoop","FESCAR-32",60,10,63.7387,0.7115385,0.6875,0.6521739
"randoop","FESCAR-32",180,10,193.3949,0.7115385,0.6875,0.6521739
"randoop","FESCAR-32",300,10,321.0358,0.7115385,0.6875,0.6521739
"randoop","FESCAR-33",60,10,61.9221,1,1,1
"randoop","FESCAR-33",180,10,181.7632,1,1,1
"randoop","FESCAR-33",300,10,301.7691,1,1,1
"randoop","FESCAR-34",60,10,61.8501,1,1,1
"randoop","FESCAR-34",180,10,181.8041,1,1,1
"randoop","FESCAR-34",300,10,301.7717,1,1,1
"randoop","FESCAR-37",60,10,64.3252,0.43617023,0.23529411,0.4375
"randoop","FESCAR-37",180,10,183.826,0.43617023,0.23529411,0.4375
"randoop","FESCAR-37",300,10,303.4122,0.43617023,0.23529411,0.4375
"randoop","FESCAR-41",60,10,64.4116,0.017391304,0.020408163,0
"randoop","FESCAR-41",180,10,184.8388,0.017391304,0.020408163,0
"randoop","FESCAR-41",300,10,304.3619,0.017391304,0.020408163,0
"randoop","FESCAR-42",60,8,76.355625,0,0,0
"randoop","FESCAR-42",180,9,203.169888888889,0,0,0
"randoop","FESCAR-42",300,9,330.348,0,0,0
"randoop","FESCAR-5",60,10,63.4889,0.63636364,0.4,0.61538464
"randoop","FESCAR-5",180,10,183.3276,0.63636364,0.4,0.61538464
"randoop","FESCAR-5",300,10,303.2861,0.63636364,0.4,0.61538464
"randoop","FESCAR-6",60,10,64.4349,0.033519554,0.027027028,0
"randoop","FESCAR-6",180,10,185.4576,0.033519554,0.027027028,0
"randoop","FESCAR-6",300,10,303.5371,0.033519554,0.027027028,0
"randoop","FESCAR-7",60,10,66.8297,0.046153846,0,0
"randoop","FESCAR-7",180,10,198.6006,0.046153846,0,0
"randoop","FESCAR-7",300,10,325.1778,0.046153846,0,0
"randoop","FESCAR-8",60,10,61.9952,0.05,0,0
"randoop","FESCAR-8",180,10,181.9145,0.05,0,0
"randoop","FESCAR-8",300,10,301.8759,0.05,0,0
"randoop","FESCAR-9",60,10,64.7912,0.73333336,0.6666667,0.63636364
"randoop","FESCAR-9",180,10,195.3889,0.73333336,0.6666667,0.63636364
"randoop","FESCAR-9",300,10,323.2668,0.73333336,0.6666667,0.63636364
"randoop","GUAVA-102",60,10,62.1473,0.5080645,0.28947369,0
"randoop","GUAVA-102",180,10,182.6572,0.61370968,0.426315802,0
"randoop","GUAVA-102",300,10,303.006,0.6532258,0.5,0
"randoop","GUAVA-110",60,10,62.5677,0.4347826,0.25,0
"randoop","GUAVA-110",180,10,183.7035,0.4347826,0.25,0
"randoop","GUAVA-110",300,10,304.0798,0.4347826,0.25,0
"randoop","GUAVA-128",60,10,61.8066,0.28260868,0.21052631,0.34146343
"randoop","GUAVA-128",180,10,181.805,0.28260868,0.21052631,0.34146343
"randoop","GUAVA-128",300,10,301.7723,0.28260868,0.21052631,0.34146343
"randoop","GUAVA-129",60,10,62.528,0.5,0.58333332,0
"randoop","GUAVA-129",180,10,183.498,0.5,0.58333332,0
"randoop","GUAVA-129",300,10,304.1894,0.5,0.58333332,0
"randoop","GUAVA-159",60,10,64.3418,0.6842105,0.5,0.75
"randoop","GUAVA-159",180,10,183.825,0.6842105,0.5,0.75
"randoop","GUAVA-159",300,10,303.5766,0.6842105,0.5,0.75
"randoop","GUAVA-169",60,10,76.0022,0.7735849,0.7277778,0
"randoop","GUAVA-169",180,10,194.6647,0.7735849,0.7296297,0
"randoop","GUAVA-169",300,10,313.6297,0.7735849,0.7296297,0
"randoop","GUAVA-177",60,10,63.1241,0.9711539,0.9482758,0.9911504
"randoop","GUAVA-177",180,10,185.587,0.9711539,0.9482758,0.9911504
"randoop","GUAVA-177",300,10,306.5512,0.9711539,0.9482758,0.9911504
"randoop","GUAVA-181",60,10,66.7429,0.9473685,0.8636364,0.952381
"randoop","GUAVA-181",180,10,200.1732,0.9473685,0.8636364,0.952381
"randoop","GUAVA-181",300,10,324.9672,0.9473685,0.8636364,0.8571429
"randoop","GUAVA-184",60,10,63.5265,1,1,1
"randoop","GUAVA-184",180,10,183.0677,1,1,1
"randoop","GUAVA-184",300,10,302.9292,1,1,1
"randoop","GUAVA-196",60,10,61.7871,0.45,0.25,0.2
"randoop","GUAVA-196",180,10,181.77,0.45,0.25,0.2
"randoop","GUAVA-196",300,10,301.7353,0.45,0.25,0.2
"randoop","GUAVA-2",60,10,63.2731,0.70754715,0.5471698,0.7291667
"randoop","GUAVA-2",180,10,186.5323,0.70754715,0.5471698,0.7291667
"randoop","GUAVA-2",300,10,308.7799,0.70754715,0.5471698,0.7291667
"randoop","GUAVA-206",60,10,62.5149,0,0,0
"randoop","GUAVA-206",180,10,183.1964,0,0,0
"randoop","GUAVA-206",300,10,303.528,0,0,0
"randoop","GUAVA-212",60,10,62.7635,0.962676052,0.802702708,0
"randoop","GUAVA-212",180,10,183.6542,0.97077466,0.85810814,0
"randoop","GUAVA-212",300,10,304.5432,0.971831,0.8648649,0
"randoop","GUAVA-22",60,10,61.8365,0.10457517,0.10185185,0.18811882
"randoop","GUAVA-22",180,10,181.8717,0.10457517,0.10185185,0.18811882
"randoop","GUAVA-22",300,10,301.8885,0.10457517,0.10185185,0.18811882
"randoop","GUAVA-224",60,10,63.2904,0.94821428,0.95142854,0.95714286
"randoop","GUAVA-224",180,10,185.8781,0.9910714,0.9857143,0.78857144
"randoop","GUAVA-224",300,10,310.8869,1,1,0.3
"randoop","GUAVA-240",60,10,61.8489,0.03846154,0,0
"randoop","GUAVA-240",180,10,181.8502,0.03846154,0,0
"randoop","GUAVA-240",300,10,301.7805,0.03846154,0,0
"randoop","GUAVA-39",60,10,62.6466,0.55487182,0.452083344,0.541085278
"randoop","GUAVA-39",180,10,183.6696,0.5794872,0.45833336,0.5503876
"randoop","GUAVA-39",300,10,304.7639,0.5794872,0.45833336,0.5503876
"randoop","GUAVA-47",60,10,61.8869,0.02631579,0,0
"randoop","GUAVA-47",180,10,181.7754,0.02631579,0,0
"randoop","GUAVA-47",300,10,301.8591,0.02631579,0,0
"randoop","GUAVA-90",60,10,62.3052,0.9245283,0.8125,0.9
"randoop","GUAVA-90",180,10,182.945,0.9245283,0.8125,0.9
"randoop","GUAVA-90",300,10,303.5293,0.9245283,0.8125,0.9
"randoop","GUAVA-95",60,10,62.6716,0.9166667,0.75,0
"randoop","GUAVA-95",180,10,183.8461,0.9166667,0.75,0
"randoop","GUAVA-95",300,10,304.1829,0.9166667,0.75,0
"randoop","PDFBOX-117",60,10,62.9526,0.18181818,0.072463765,0.13714285
"randoop","PDFBOX-117",180,10,183.5981,0,0,0
"randoop","PDFBOX-117",300,10,303.8112,0,0,0
"randoop","PDFBOX-127",60,10,61.9276,0.03125,0,0
"randoop","PDFBOX-127",180,10,181.8187,0.03125,0,0
"randoop","PDFBOX-127",300,10,301.7619,0.03125,0,0
"randoop","PDFBOX-130",60,10,61.8621,0.09655172,0,0
"randoop","PDFBOX-130",180,10,181.9948,0.09655172,0,0
"randoop","PDFBOX-130",300,10,301.8292,0.09655172,0,0
"randoop","PDFBOX-157",60,10,63.9818,0.59663868,0.29710144,0.45517242
"randoop","PDFBOX-157",180,10,183.4236,0.59663868,0.29710144,0.45517242
"randoop","PDFBOX-157",300,10,303.1351,0.59663868,0.29710144,0.45517242
"randoop","PDFBOX-198",60,10,63.3138,0.6111111,0.2682927,0.52173912
"randoop","PDFBOX-198",180,10,182.886,0.6111111,0.2682927,0.52173912
"randoop","PDFBOX-198",300,10,302.7919,0.6111111,0.2682927,0.52173912
"randoop","PDFBOX-214",60,10,62.6539,0.6585366,0.472499988,0.29545454
"randoop","PDFBOX-214",180,10,183.9185,0.70731705,0.5725,0.715909104
"randoop","PDFBOX-214",300,10,305.2864,0.70731705,0.575,0.636363648
"randoop","PDFBOX-22",60,10,63.3373,0.41666664,0.14285715,0.33333336
"randoop","PDFBOX-22",180,10,182.8518,0.41666664,0.14285715,0.33333336
"randoop","PDFBOX-22",300,10,302.6812,0.41666664,0.14285715,0.33333336
"randoop","PDFBOX-220",60,10,61.9019,0.054545455,0,0
"randoop","PDFBOX-220",180,10,181.7764,0.054545455,0,0
"randoop","PDFBOX-220",300,10,301.7199,0.054545455,0,0
"randoop","PDFBOX-229",60,10,61.9146,0.4,0,0
"randoop","PDFBOX-229",180,10,181.7903,0.4,0,0
"randoop","PDFBOX-229",300,10,301.7211,0.4,0,0
"randoop","PDFBOX-234",60,10,63.4592,0.9534883,0.7777778,0.9677419
"randoop","PDFBOX-234",180,10,182.8889,0.9534883,0.7777778,0.9677419
"randoop","PDFBOX-234",300,10,302.8505,0.9534883,0.7777778,0.9677419
"randoop","PDFBOX-235",60,10,61.8185,0,0,0
"randoop","PDFBOX-235",180,10,181.8852,0,0,0
"randoop","PDFBOX-235",300,10,301.8931,0,0,0
"randoop","PDFBOX-26",60,10,61.5653,0.47368423,0.5,1
"randoop","PDFBOX-26",180,10,181.5144,0.47368423,0.5,1
"randoop","PDFBOX-26",300,10,301.4364,0.47368423,0.5,1
"randoop","PDFBOX-265",60,10,61.8957,0.009259259,0,0
"randoop","PDFBOX-265",180,10,181.9536,0.009259259,0,0
"randoop","PDFBOX-265",300,10,301.8763,0.009259259,0,0
"randoop","PDFBOX-278",60,10,61.8292,0.19480518,0.30000002,0.18965517
"randoop","PDFBOX-278",180,10,181.9347,0.19480518,0.30000002,0.18965517
"randoop","PDFBOX-278",300,10,301.8543,0.19480518,0.30000002,0.18965517
"randoop","PDFBOX-285",60,10,63.0556,0.61538464,0.18181818,0.421875
"randoop","PDFBOX-285",180,10,184.4228,0.61538464,0.18181818,0.421875
"randoop","PDFBOX-285",300,10,303.5892,0.61538464,0.18181818,0.421875
"randoop","PDFBOX-40",60,10,61.9627,0.0078740156,0,0
"randoop","PDFBOX-40",180,10,181.8608,0.0078740156,0,0
"randoop","PDFBOX-40",300,10,301.8472,0.0078740156,0,0
"randoop","PDFBOX-62",60,10,62.0119,0.013595166,0.0060790277,0.007194245
"randoop","PDFBOX-62",180,10,181.8925,0.013595166,0.0060790277,0.007194245
"randoop","PDFBOX-62",300,10,301.9676,0.013595166,0.0060790277,0.007194245
"randoop","PDFBOX-8",60,10,64.7288,0.31640625,0.25,0.27741936
"randoop","PDFBOX-8",180,10,190.0065,0.31640625,0.25,0.27741936
"randoop","PDFBOX-8",300,10,305.8291,0.31640625,0.25,0.27741936
"randoop","PDFBOX-83",60,10,68.237,0.14285715,0,0.125
"randoop","PDFBOX-83",180,10,184.5575,0.14285715,0,0.125
"randoop","PDFBOX-83",300,10,304.3663,0.14285715,0,0.125
"randoop","PDFBOX-91",60,10,64.5092,0.15789473,0,0
"randoop","PDFBOX-91",180,10,184.0571,0.15789473,0,0
"randoop","PDFBOX-91",300,10,303.6751,0.15789473,0,0
"randoop","SPOON-105",60,10,65.7054,0.13498622,0.12589929,0.17647058
"randoop","SPOON-105",180,10,193.9009,0.13498622,0.12589929,0.17647058
"randoop","SPOON-105",300,10,318.8047,0.13498622,0.12589929,0.17647058
"randoop","SPOON-155",60,10,62.7877,0.1641791,0,0.071428576
"randoop","SPOON-155",180,10,183.2068,0.1641791,0,0.071428576
"randoop","SPOON-155",300,10,303.5541,0.1641791,0,0.071428576
"randoop","SPOON-16",60,10,62.769,0.09195402,0.019607844,0.09090909
"randoop","SPOON-16",180,10,183.6188,0.09195402,0.019607844,0.09090909
"randoop","SPOON-16",300,10,303.0274,0.09195402,0.019607844,0.09090909
"randoop","SPOON-169",60,10,65.8531,0.14123006,0.07692308,0.12587413
"randoop","SPOON-169",180,10,196.6063,0.14123006,0.07692308,0.12587413
"randoop","SPOON-169",300,10,318.9765,0.14123006,0.07692308,0.12587413
"randoop","SPOON-20",60,10,63.2442,0.500000011,0.26,0
"randoop","SPOON-20",180,10,184.373,0.6666667,0.4,0
"randoop","SPOON-20",300,10,305.3018,0.6666667,0.4,0
"randoop","SPOON-211",60,10,63.3492,0.08474577,0,0.04166667
"randoop","SPOON-211",180,10,183.4162,0.08474577,0,0.04166667
"randoop","SPOON-211",300,10,303.3779,0.08474577,0,0.04166667
"randoop","SPOON-25",60,10,62.5623,0.05,0.011904762,0.02777778
"randoop","SPOON-25",180,10,183.041,0.05,0.011904762,0.02777778
"randoop","SPOON-25",300,10,303.4935,0.05,0.011904762,0.02777778
"randoop","SPOON-253",60,10,62.8209,0.61403507,0.5625,0
"randoop","SPOON-253",180,10,185.1839,0.61403507,0.5625,0
"randoop","SPOON-253",300,10,305.2567,0.61403507,0.5625,0
"randoop","SPOON-32",60,10,62.4716,0.25,0.0625,0
"randoop","SPOON-32",180,10,182.2997,0.25,0.0625,0
"randoop","SPOON-32",300,10,302.2852,0.25,0.0625,0
"randoop","SPOON-65",60,10,69.9541,0.21461187,0,0
"randoop","SPOON-65",180,10,210.7782,0.21461187,0,0
"randoop","SPOON-65",300,10,338.229,0.21461187,0,0
