benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"GSON-2","t3",3,10,16,0,0,0
"GSON-3","t3",3,10,6.3,0.565,0.325,0.218
"GSON-1","t3",3,10,4,0.063,0,0
"GSON-4","t3",3,10,16.1,0,0,0
"GSON-5","t3",3,10,16.5,0,0,0
"IMAGE-1","t3",3,10,5.4,0.032,0.005,0
"IMAGE-2","t3",3,10,12,0.811,0.733,0.288
"IMAGE-4","t3",3,10,15.1,0.37,0.288,0.221
"GSON-6","t3",3,10,5,0.389,0.36,0.064
"GSON-7","t3",3,10,6.9,0.762,0.219,0.513
"GSON-9","t3",3,10,6.4,0.01,0.005,0
"IMAGE-3","t3",3,10,5.5,0.123,0.056,0.036
"JXPATH-10","t3",3,10,5.2,0.179,0.135,0.104
"JXPATH-1","t3",3,10,15.3,0.045,0.03,0.051
"JXPATH-2","t3",3,10,5.9,0.39,0.344,0.348
"JXPATH-3","t3",3,10,5.5,0.51,0.453,0.312
"JXPATH-4","t3",3,10,5.4,0.146,0.16,0.032
"JXPATH-6","t3",3,10,9.1,0.208,0.13,0.08
"JXPATH-8","t3",3,10,5.1,0.182,0.186,0.14
"JXPATH-5","t3",3,10,4.9,0.753,0.56,0.23
"JXPATH-7","t3",3,10,15.4,0,0,0
"JXPATH-9","t3",3,10,5.4,0.341,0.292,0.161
"LA4J-10","t3",3,10,5,0.405,0.227,0.188
"LA4J-2","t3",3,10,5.4,0.059,0.049,0.012
"LA4J-1","t3",3,10,5,0.612,0.412,0.163
"LA4J-3","t3",3,10,9.7,0.226,0.142,0.042
"LA4J-6","t3",3,10,11.2,0.384,0.2,0.148
"LA4J-8","t3",3,10,15.3,0,0,0
"LA4J-5","t3",3,10,9.8,0.189,0.172,0.053
"LA4J-4","t3",3,10,12.3,0.146,0.085,0.08
"LA4J-7","t3",3,10,13.1,0.119,0.061,0.069
"LA4J-9","t3",3,10,7.3,0.328,0.38,0.031
"OKHTTP-1","t3",3,10,3.2,0,0,0
"OKHTTP-2","t3",3,10,11.5,0.007,0,0.009
"OKHTTP-3","t3",3,10,4.7,0.207,0,0
"OKHTTP-4","t3",3,10,14.7,0,0,0
"OKHTTP-6","t3",3,10,2.8,0,0,0
"OKHTTP-7","t3",3,10,3.9,0.05,0,0
"OKHTTP-5","t3",3,10,6.5,0.147,0.053,0.043
"OKHTTP-8","t3",3,10,3.4,0,0,0
"RE2J-1","t3",3,10,16.7,0,0,0
"RE2J-2","t3",3,10,6.8,0.74,0.693,0.297
"RE2J-3","t3",3,10,6.1,0.046,0.017,0.034
"RE2J-4","t3",3,10,5.2,0,0,0
"RE2J-5","t3",3,10,13.5,0.068,0,0
"RE2J-6","t3",3,10,16.4,0,0,0
"RE2J-7","t3",3,10,16.1,0.095,0.036,0.04
"RE2J-8","t3",3,10,10.6,0.501,0.363,0.135
"BCEL-1","evosuite",3,10,21,0.147,0.139,0.058
"BCEL-2","evosuite",3,10,21,0.047,0.011,0.004
"BCEL-5","evosuite",3,10,18.7,0.108,0.069,0.048
"BCEL-8","evosuite",3,10,17.5,0.59,0.375,0.218
"BCEL-10","evosuite",3,10,18.7,0.067,0.013,0.013
"BCEL-3","evosuite",3,10,19,0.727,0.578,0.339
"BCEL-6","evosuite",3,10,19.9,0.731,0.555,0.566
"BCEL-4","evosuite",3,10,19.4,0.709,0.624,0.463
"BCEL-7","evosuite",3,10,17.6,0.628,0.577,0.38
"BCEL-9","evosuite",3,10,15,0,0,0
"FREEHEP-10","evosuite",3,10,18.5,0.812,0.486,0.22
"FREEHEP-1","evosuite",3,10,17.5,0.932,0.836,0.218
"FREEHEP-2","evosuite",3,10,17.1,0.057,0,0
"FREEHEP-5","evosuite",3,10,16.8,0.583,0.321,0.177
"FREEHEP-4","evosuite",3,10,21,0.146,0.132,0.042
"FREEHEP-3","evosuite",3,10,19.7,0.036,0,0
"FREEHEP-6","evosuite",3,10,18.5,0.02,0,0
"FREEHEP-8","evosuite",3,10,17.1,0.176,0.259,0.009
"FREEHEP-7","evosuite",3,10,18,0.637,0.541,0.141
"FREEHEP-9","evosuite",3,10,16.7,0.099,0.013,0
"GSON-10","evosuite",3,10,18,0.614,0.439,0.229
"GSON-2","evosuite",3,10,20.3,0.065,0.033,0.028
"GSON-3","evosuite",3,10,16.5,0.76,0.608,0.467
"GSON-1","evosuite",3,10,17.6,0.095,0,0
"GSON-4","evosuite",3,10,20.5,0.048,0.03,0.004
"GSON-5","evosuite",3,10,19,0.347,0.16,0.176
"IMAGE-1","evosuite",3,10,19.9,0.375,0.212,0.074
"IMAGE-2","evosuite",3,10,16.9,0.868,0.65,0.211
"IMAGE-4","evosuite",3,10,18.7,0.418,0.335,0.166
"GSON-6","evosuite",3,10,19.5,0.244,0.174,0.153
"GSON-7","evosuite",3,10,17.2,0.84,0.421,0.713
"GSON-9","evosuite",3,10,17.8,0.397,0.327,0.174
"IMAGE-3","evosuite",3,10,19.6,0.428,0.278,0.086
"JXPATH-10","evosuite",3,10,19.5,0.186,0.175,0.126
"JXPATH-1","evosuite",3,10,19.5,0.536,0.624,0.412
"JXPATH-2","evosuite",3,10,17.8,0.606,0.596,0.409
"JXPATH-3","evosuite",3,10,18.9,0.795,0.734,0.285
"JXPATH-4","evosuite",3,10,17.4,0.803,0.767,0.684
"JXPATH-6","evosuite",3,10,18.2,0,0,0
"JXPATH-8","evosuite",3,10,17.9,0.372,0.388,0.221
"JXPATH-5","evosuite",3,10,16.5,0.827,0.66,0.309
"JXPATH-7","evosuite",3,10,6.5,0,0,0
"JXPATH-9","evosuite",3,10,17.7,0.151,0.095,0.01
"LA4J-10","evosuite",3,10,16.9,0.405,0.318,0.056
"LA4J-2","evosuite",3,10,21,0.168,0.106,0.009
"LA4J-1","evosuite",3,10,19.6,0.452,0.362,0.238
"LA4J-3","evosuite",3,10,21,0,0,0
"LA4J-6","evosuite",3,10,18.2,0.282,0.133,0.046
"LA4J-8","evosuite",3,10,20.8,0.46,0.323,0.342
"LA4J-5","evosuite",3,10,21,0,0,0
"LA4J-4","evosuite",3,10,21,0,0,0
"LA4J-7","evosuite",3,10,21,0,0,0
"LA4J-9","evosuite",3,10,21,0.178,0.15,0.004
"OKHTTP-1","evosuite",3,10,18.2,0.094,0.041,0.021
"OKHTTP-2","evosuite",3,10,17.4,0.333,0.333,0.362
"OKHTTP-3","evosuite",3,10,17.7,0.817,0.707,0.361
"OKHTTP-4","evosuite",3,10,17.2,0.401,0.295,0.14
"OKHTTP-6","evosuite",3,10,18,0.736,0.547,0.096
"OKHTTP-7","evosuite",3,10,18.2,0.42,0.276,0.1
"OKHTTP-5","evosuite",3,10,18.2,0,0,0
"OKHTTP-8","evosuite",3,10,6.8,0,0,0
"RE2J-1","evosuite",3,10,20.6,0.35,0.304,0.197
"RE2J-2","evosuite",3,10,20.6,0.094,0.092,0.039
"RE2J-3","evosuite",3,10,16,0.046,0.017,0.034
"RE2J-4","evosuite",3,10,18.2,0.748,0.812,0.276
"RE2J-5","evosuite",3,10,18.1,0.276,0.109,0.029
"RE2J-6","evosuite",3,10,18.6,0,0,0
"RE2J-7","evosuite",3,10,20.8,0.193,0.154,0.058
"RE2J-8","evosuite",3,10,19.4,0.645,0.591,0.267
"BCEL-1","jtexpert",3,10,3.2,0,0,0
"BCEL-2","jtexpert",3,10,20.7,0.011,0.001,0
"BCEL-5","jtexpert",3,10,14.4,0.041,0,0.014
"BCEL-8","jtexpert",3,10,14.9,0.617,0.68,0.52
"BCEL-10","jtexpert",3,10,16.2,0.549,0.486,0.386
"BCEL-3","jtexpert",3,10,16.3,0.796,0.623,0.593
"BCEL-6","jtexpert",3,10,13.9,0.72,0.518,0.646
"BCEL-4","jtexpert",3,10,3.5,0,0,0
"BCEL-7","jtexpert",3,10,2.7,0,0,0
"BCEL-9","jtexpert",3,10,16.4,0.255,0.173,0.143
"FREEHEP-10","jtexpert",3,10,19.4,0.301,0.18,0.124
"FREEHEP-1","jtexpert",3,10,19.9,0.011,0.005,0
"FREEHEP-2","jtexpert",3,10,21,0,0,0
"FREEHEP-5","jtexpert",3,10,21,0.208,0.045,0.111
"FREEHEP-4","jtexpert",3,10,16.2,0.372,0.378,0.153
"FREEHEP-3","jtexpert",3,10,20.8,0,0,0
"FREEHEP-6","jtexpert",3,10,19.3,0.006,0,0
"FREEHEP-8","jtexpert",3,10,19.5,0.036,0.023,0.023
"FREEHEP-7","jtexpert",3,10,21,0,0,0
"FREEHEP-9","jtexpert",3,10,20,0.06,0.009,0
"GSON-10","jtexpert",3,10,1.3,0,0,0
"GSON-2","jtexpert",3,10,1.4,0,0,0
"GSON-3","jtexpert",3,10,1.3,0,0,0
"GSON-1","jtexpert",3,10,1.3,0,0,0
"GSON-4","jtexpert",3,10,1.5,0,0,0
"GSON-5","jtexpert",3,10,1.4,0,0,0
"IMAGE-1","jtexpert",3,10,14.7,0.161,0.094,0.003
"IMAGE-2","jtexpert",3,10,13.5,0.929,0.861,0.635
"IMAGE-4","jtexpert",3,10,14.8,0.739,0.679,0.71
"GSON-6","jtexpert",3,10,1.3,0,0,0
"GSON-7","jtexpert",3,10,1.4,0,0,0
"GSON-9","jtexpert",3,10,1.3,0,0,0
"IMAGE-3","jtexpert",3,10,3.2,0,0,0
"JXPATH-10","jtexpert",3,10,13.1,0,0,0
"JXPATH-1","jtexpert",3,10,3.5,0,0,0
"JXPATH-2","jtexpert",3,10,13,0.207,0.178,0.215
"JXPATH-3","jtexpert",3,10,12.3,0.419,0.322,0.414
"JXPATH-4","jtexpert",3,10,13.7,0.733,0.689,0.565
"JXPATH-6","jtexpert",3,10,18,0.781,0.688,0.653
"JXPATH-8","jtexpert",3,10,18.6,0.468,0.531,0.427
"JXPATH-5","jtexpert",3,10,12.7,0.277,0.28,0.333
"JXPATH-7","jtexpert",3,10,21,0.255,0.12,0.09
"JXPATH-9","jtexpert",3,10,12.4,0,0,0
"LA4J-10","jtexpert",3,10,13.9,0.639,0.5,0.459
"LA4J-2","jtexpert",3,10,15.7,0.254,0.214,0.053
"LA4J-1","jtexpert",3,10,19.1,0.877,0.828,0.63
"LA4J-3","jtexpert",3,10,15.9,0.185,0.133,0.057
"LA4J-6","jtexpert",3,10,14.6,0.371,0.166,0.12
"LA4J-8","jtexpert",3,10,18.1,0.447,0.299,0.239
"LA4J-5","jtexpert",3,10,21,0.142,0.128,0.044
"LA4J-4","jtexpert",3,10,18.1,0.465,0.287,0.194
"LA4J-7","jtexpert",3,10,18.8,0.373,0.295,0.23
"LA4J-9","jtexpert",3,10,16.1,0.757,0.777,0.169
"OKHTTP-1","jtexpert",3,10,13.7,0.048,0.017,0.003
"OKHTTP-2","jtexpert",3,10,3.2,0,0,0
"OKHTTP-3","jtexpert",3,10,15.3,0.654,0.52,0.638
"OKHTTP-4","jtexpert",3,10,15.1,0.453,0.36,0.422
"OKHTTP-6","jtexpert",3,10,16.8,0.682,0.471,0.632
"OKHTTP-7","jtexpert",3,10,12.8,0.05,0,0
"OKHTTP-5","jtexpert",3,10,14.6,0.096,0.017,0.025
"OKHTTP-8","jtexpert",3,10,4.4,0,0,0
"RE2J-1","jtexpert",3,10,17.8,0.656,0.579,0.121
"RE2J-2","jtexpert",3,10,18.6,0.607,0.592,0.513
"RE2J-3","jtexpert",3,10,12.3,0.463,0.482,0.155
"RE2J-4","jtexpert",3,10,14.1,0.965,0.909,0.786
"RE2J-5","jtexpert",3,10,13.1,0.957,0.85,0.236
"RE2J-6","jtexpert",3,10,15.2,0.846,0.721,0.333
"RE2J-7","jtexpert",3,10,18,0.337,0.232,0.148
"RE2J-8","jtexpert",3,10,15.8,0.937,0.86,0.379
"BCEL-10","randoop",3,30,31.4,0,0,0
"BCEL-8","randoop",3,30,1.3,0,0,0
"BCEL-2","randoop",3,30,33,0.035,0,0
"BCEL-3","randoop",3,30,33.1,0.828,0.685,0
"BCEL-5","randoop",3,30,32.8,0.041,0,0.014
"BCEL-6","randoop",3,30,31.8,0.725,0.555,0.666
"BCEL-1","randoop",3,30,1.2,0,0,0
"BCEL-4","randoop",3,30,32.1,0.494,0.421,0.248
"BCEL-7","randoop",3,30,32.1,0.284,0.155,0.19
"BCEL-9","randoop",3,30,31.7,0.476,0.346,0.228
"FREEHEP-10","randoop",3,30,32.7,0.911,0.791,0.476
"FREEHEP-1","randoop",3,30,32.9,0.049,0.025,0.02
"FREEHEP-2","randoop",3,30,1.3,0,0,0
"FREEHEP-3","randoop",3,30,35.3,0.036,0,0
"FREEHEP-5","randoop",3,30,32.5,0.694,0.409,0
"FREEHEP-4","randoop",3,30,32.6,0.594,0.619,0.07
"FREEHEP-6","randoop",3,30,31.4,0.02,0,0
"FREEHEP-7","randoop",3,30,33.6,0.142,0.02,0.047
"FREEHEP-8","randoop",3,30,1.4,0,0,0
"GSON-4","randoop",3,30,31.4,0.027,0.002,0
"FREEHEP-9","randoop",3,30,33.1,0.099,0.013,0
"GSON-3","randoop",3,30,31.9,0.865,0.808,0.647
"GSON-5","randoop",3,30,33,0.4,0.208,0
"GSON-10","randoop",3,30,31.7,0.359,0.097,0.103
"GSON-1","randoop",3,30,31.7,0.095,0,0
"GSON-2","randoop",3,30,32.1,0.374,0.219,0.087
"GSON-6","randoop",3,30,33.2,0.187,0.139,0.129
"GSON-7","randoop",3,30,31.9,0.787,0.377,0.7
"GSON-9","randoop",3,30,31.4,0.032,0.016,0.014
"IMAGE-1","randoop",3,30,1.3,0,0,0
"IMAGE-2","randoop",3,30,32.2,0.157,0.077,0
"IMAGE-3","randoop",3,30,32.6,0.113,0.108,0.058
"IMAGE-4","randoop",3,30,32.8,0.094,0.022,0.065
"JXPATH-10","randoop",3,30,34.3,0.033,0.016,0.035
"JXPATH-1","randoop",3,30,33.2,0.06,0.04,0
"JXPATH-2","randoop",3,30,1.3,0,0,0
"JXPATH-3","randoop",3,30,1.3,0,0,0
"JXPATH-7","randoop",3,30,32.1,0.077,0.008,0.004
"JXPATH-4","randoop",3,30,31.5,0.136,0.107,0
"JXPATH-5","randoop",3,30,32,0.592,0.32,0.404
"JXPATH-6","randoop",3,30,1.4,0,0,0
"JXPATH-8","randoop",3,30,32.4,0.243,0.28,0
"LA4J-10","randoop",3,30,31.6,0,0,0
"LA4J-2","randoop",3,30,31.4,0,0,0
"JXPATH-9","randoop",3,30,31.6,0,0,0
"LA4J-1","randoop",3,30,32,0.74,0.661,0.326
"LA4J-4","randoop",3,30,32.6,0.729,0.464,0.318
"LA4J-3","randoop",3,30,32.5,0.71,0.625,0.186
"LA4J-5","randoop",3,30,1.3,0,0,0
"LA4J-6","randoop",3,30,31.6,0,0,0
"LA4J-8","randoop",3,30,34.6,0.698,0.48,0.333
"LA4J-9","randoop",3,30,32.7,0.011,0,0
"OKHTTP-1","randoop",3,30,31.3,0.033,0,0
"OKHTTP-4","randoop",3,30,31.5,0.156,0.129,0.154
"OKHTTP-3","randoop",3,30,32.2,0.512,0.318,0.347
"LA4J-7","randoop",3,30,33.2,0.755,0.687,0.145
"OKHTTP-2","randoop",3,30,32.9,0.272,0.266,0.323
"OKHTTP-5","randoop",3,30,31.8,0,0,0
"OKHTTP-6","randoop",3,30,32.4,0.359,0.2,0.457
"OKHTTP-7","randoop",3,30,31.5,0.05,0,0
"OKHTTP-8","randoop",3,30,1.3,0,0,0
"RE2J-1","randoop",3,30,31.5,0.128,0.065,0.059
"RE2J-2","randoop",3,30,33.6,0.89,0.863,0.111
"RE2J-3","randoop",3,30,31.5,0.031,0.017,0.034
"RE2J-4","randoop",3,30,1.2,0,0,0
"RE2J-5","randoop",3,30,31.5,0.068,0,0
"RE2J-6","randoop",3,30,31.6,0,0,0
"RE2J-7","randoop",3,30,32.2,0.25,0.131,0.095
"RE2J-8","randoop",3,30,31.7,0.931,0.85,0.053
"BCEL-10","t3",3,30,20.1,0.719,0.638,0
"BCEL-8","t3",3,30,12.1,0.404,0.222,0.135
"BCEL-2","t3",3,30,5.7,0,0,0
"BCEL-3","t3",3,30,25.2,0.765,0.714,0
"BCEL-5","t3",3,30,4.8,0,0,0
"BCEL-6","t3",3,30,18.3,0.838,0.827,0.44
"BCEL-1","t3",3,30,36.2,0.039,0.051,0
"BCEL-4","t3",3,30,32.4,0.757,0.633,0.101
"BCEL-7","t3",3,30,4.3,0,0,0
"BCEL-9","t3",3,30,29.7,0.606,0.568,0.292
"FREEHEP-10","t3",3,30,25.8,0.909,0.773,0.017
"FREEHEP-1","t3",3,30,9.1,0.049,0.034,0.008
"FREEHEP-2","t3",3,30,2.6,0,0,0
"FREEHEP-3","t3",3,30,11.4,0.036,0,0
"FREEHEP-5","t3",3,30,37.7,0,0,0
"FREEHEP-4","t3",3,30,39,0,0,0
"FREEHEP-6","t3",3,30,4.5,0.02,0,0
"FREEHEP-7","t3",3,30,14.6,0.142,0.02,0
"FREEHEP-8","t3",3,30,2.7,0,0,0
"GSON-4","t3",3,30,37.4,0,0,0
"FREEHEP-9","t3",3,30,7.2,0.099,0.013,0
"GSON-3","t3",3,30,8.6,0.829,0.687,0.218
"GSON-5","t3",3,30,36.6,0.957,0.746,0.478
"GSON-10","t3",3,30,10.2,0.359,0.097,0.025
"GSON-1","t3",3,30,7.1,0.095,0,0
"GSON-2","t3",3,30,36.1,0.602,0.45,0.28
"GSON-6","t3",3,30,25.4,0.763,0.802,0.137
"GSON-7","t3",3,30,25.9,0.843,0.412,0.513
"GSON-9","t3",3,30,7.5,0.032,0.016,0
"IMAGE-1","t3",3,30,6.8,0.032,0.005,0
"IMAGE-2","t3",3,30,8.4,0.921,0.916,0.083
"IMAGE-3","t3",3,30,19.3,0.321,0.164,0.008
"IMAGE-4","t3",3,30,35.8,0.646,0.557,0.182
"JXPATH-10","t3",3,30,8,0.276,0.211,0.054
"JXPATH-1","t3",3,30,9.7,0.054,0.038,0
"JXPATH-2","t3",3,30,19.2,0.489,0.43,0.306
"JXPATH-3","t3",3,30,9,0.763,0.708,0.38
"JXPATH-7","t3",3,30,35.2,0,0,0
"JXPATH-4","t3",3,30,7.5,0.179,0.205,0.032
"JXPATH-5","t3",3,30,8.1,0.827,0.686,0.396
"JXPATH-6","t3",3,30,35.1,0.395,0.326,0.146
"JXPATH-8","t3",3,30,16.4,0.304,0.306,0.225
"LA4J-10","t3",3,30,5.5,0.504,0.333,0.226
"LA4J-2","t3",3,30,28,0.061,0.052,0.012
"JXPATH-9","t3",3,30,20.2,0.419,0.37,0.226
"LA4J-1","t3",3,30,25.6,0.865,0.886,0.055
"LA4J-4","t3",3,30,31.7,0.399,0.252,0.04
"LA4J-3","t3",3,30,42.9,0.051,0.025,0.023
"LA4J-5","t3",3,30,40.8,0.136,0.126,0.045
"LA4J-6","t3",3,30,15,0.782,0.6,0.148
"LA4J-8","t3",3,30,36.7,0,0,0
"LA4J-9","t3",3,30,32.5,0.343,0.407,0.026
"OKHTTP-1","t3",3,30,2.9,0,0,0
"OKHTTP-4","t3",3,30,34.7,0,0,0
"OKHTTP-3","t3",3,30,9.9,0.207,0,0
"LA4J-7","t3",3,30,32.2,0.418,0.303,0.021
"OKHTTP-2","t3",3,30,15.9,0.053,0,0
"OKHTTP-5","t3",3,30,7.1,0.29,0.176,0.123
"OKHTTP-6","t3",3,30,3.1,0,0,0
"OKHTTP-7","t3",3,30,3.8,0.05,0,0
"OKHTTP-8","t3",3,30,3.1,0,0,0
"RE2J-1","t3",3,30,11.1,0.257,0.162,0
"RE2J-2","t3",3,30,26.9,0.801,0.785,0.313
"RE2J-3","t3",3,30,6.2,0.046,0.017,0.034
"RE2J-4","t3",3,30,5.2,0,0,0
"RE2J-5","t3",3,30,7.1,0.068,0,0
"RE2J-6","t3",3,30,15.5,0,0,0
"RE2J-7","t3",3,30,11.5,0.103,0.042,0
"RE2J-8","t3",3,30,27.2,0.946,0.874,0.041
"BCEL-10","evosuite",3,30,30.8,0.067,0.013,0.013
"BCEL-8","evosuite",3,30,31.1,0.59,0.375,0.218
"BCEL-2","evosuite",3,30,35.4,0.053,0.012,0.004
"BCEL-3","evosuite",3,30,31.9,0.807,0.638,0.382
"BCEL-5","evosuite",3,30,30.2,0.108,0.069,0.038
"BCEL-6","evosuite",3,30,34.4,0.736,0.549,0.553
"BCEL-1","evosuite",3,30,25.7,0,0,0
"BCEL-4","evosuite",3,30,33.9,0.726,0.662,0.457
"BCEL-7","evosuite",3,30,31.1,0.652,0.637,0.436
"BCEL-9","evosuite",3,30,14.7,0,0,0
"FREEHEP-10","evosuite",3,30,30,0.875,0.675,0.229
"FREEHEP-1","evosuite",3,30,30.9,0.932,0.836,0.232
"FREEHEP-2","evosuite",3,30,29.7,0.086,0,0
"FREEHEP-3","evosuite",3,30,31.8,0.036,0,0
"FREEHEP-5","evosuite",3,30,31.7,0.62,0.327,0.214
"FREEHEP-4","evosuite",3,30,38,0.504,0.507,0.179
"FREEHEP-6","evosuite",3,30,31.6,0.02,0,0
"FREEHEP-7","evosuite",3,30,33.3,0.637,0.555,0.141
"FREEHEP-8","evosuite",3,30,30.6,0.176,0.282,0.023
"GSON-4","evosuite",3,30,50.9,0.053,0.023,0.006
"FREEHEP-9","evosuite",3,30,30.4,0.099,0.013,0
"GSON-3","evosuite",3,30,30.9,0.731,0.545,0.478
"GSON-5","evosuite",3,30,30.8,0.415,0.217,0.22
"GSON-10","evosuite",3,30,29.1,0.617,0.451,0.22
"GSON-1","evosuite",3,30,32.6,0.095,0,0
"GSON-2","evosuite",3,30,32.5,0.186,0.096,0.081
"GSON-6","evosuite",3,30,30.1,0.311,0.244,0.196
"GSON-7","evosuite",3,30,31.1,0.843,0.429,0.72
"GSON-9","evosuite",3,30,29.7,0.526,0.4,0.273
"IMAGE-1","evosuite",3,30,34.2,0.439,0.277,0.199
"IMAGE-2","evosuite",3,30,31,0.89,0.7,0.208
"IMAGE-3","evosuite",3,30,34.6,0.481,0.29,0.086
"IMAGE-4","evosuite",3,30,31.4,0.438,0.358,0.173
"JXPATH-10","evosuite",3,30,31.1,0.241,0.239,0.153
"JXPATH-1","evosuite",3,30,30.8,0.536,0.654,0.385
"JXPATH-2","evosuite",3,30,32.1,0.675,0.67,0.443
"JXPATH-3","evosuite",3,30,32.2,0.86,0.833,0.394
"JXPATH-7","evosuite",3,30,5.6,0,0,0
"JXPATH-4","evosuite",3,30,29.8,0.832,0.781,0.681
