benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"JXPATH-5","evosuite",3,30,29.7,0.882,0.733,0.309
"JXPATH-6","evosuite",3,30,29.8,0,0,0
"JXPATH-8","evosuite",3,30,30.3,0.38,0.402,0.212
"LA4J-10","evosuite",3,30,33.5,0.873,0.833,0.226
"LA4J-2","evosuite",3,30,42.4,0.226,0.193,0.022
"JXPATH-9","evosuite",3,30,29.7,0.209,0.119,0.032
"LA4J-1","evosuite",3,30,34.8,0.759,0.685,0.47
"LA4J-4","evosuite",3,30,44.1,0.718,0.494,0.331
"LA4J-3","evosuite",3,30,40.8,0.236,0.155,0.108
"LA4J-5","evosuite",3,30,40.5,0.315,0.234,0.149
"LA4J-6","evosuite",3,30,30.2,0.769,0.616,0.166
"LA4J-8","evosuite",3,30,37.6,0.746,0.598,0.584
"LA4J-9","evosuite",3,30,43.7,0.369,0.398,0.055
"OKHTTP-1","evosuite",3,30,31.4,0.142,0.064,0.033
"OKHTTP-4","evosuite",3,30,31.1,0.449,0.338,0.173
"OKHTTP-3","evosuite",3,30,31,0.861,0.752,0.375
"LA4J-7","evosuite",3,30,42.1,0.126,0.074,0.06
"OKHTTP-2","evosuite",3,30,30.7,0.356,0.333,0.382
"OKHTTP-5","evosuite",3,30,30.1,0,0,0
"OKHTTP-6","evosuite",3,30,32.6,0.851,0.728,0.152
"OKHTTP-7","evosuite",3,30,29.6,0.45,0.364,0.121
"OKHTTP-8","evosuite",3,30,5.8,0,0,0
"RE2J-1","evosuite",3,30,33.8,0.596,0.506,0.331
"RE2J-2","evosuite",3,30,38,0.776,0.738,0.323
"RE2J-3","evosuite",3,30,30,0.046,0.017,0.034
"RE2J-4","evosuite",3,30,31.5,0.755,0.85,0.27
"RE2J-5","evosuite",3,30,31.3,0.307,0.227,0.038
"RE2J-6","evosuite",3,30,30.7,0,0,0
"RE2J-7","evosuite",3,30,39.7,0.526,0.392,0.169
"RE2J-8","evosuite",3,30,31.9,0.977,0.908,0.441
"BCEL-10","jtexpert",3,30,30.7,0.658,0.574,0.497
"BCEL-8","jtexpert",3,30,31.5,0.77,0.777,0.729
"BCEL-2","jtexpert",3,30,39.1,0.035,0.003,0
"BCEL-3","jtexpert",3,30,34.7,0.84,0.697,0.674
"BCEL-5","jtexpert",3,30,30.5,0.041,0,0.014
"BCEL-6","jtexpert",3,30,29.8,0.758,0.574,0.686
"BCEL-1","jtexpert",3,30,3.5,0,0,0
"BCEL-4","jtexpert",3,30,3.4,0,0,0
"BCEL-7","jtexpert",3,30,2.7,0,0,0
"BCEL-9","jtexpert",3,30,33.7,0.627,0.522,0.418
"FREEHEP-10","jtexpert",3,30,53.9,0.57,0.518,0.306
"FREEHEP-1","jtexpert",3,30,36.5,0.013,0.005,0.002
"FREEHEP-2","jtexpert",3,30,31.3,0,0,0
"FREEHEP-3","jtexpert",3,30,35.3,0.081,0.01,0
"FREEHEP-5","jtexpert",3,30,41.3,0.206,0.027,0.138
"FREEHEP-4","jtexpert",3,30,29.1,0,0,0
"FREEHEP-6","jtexpert",3,30,36,0.006,0,0
"FREEHEP-7","jtexpert",3,30,33.3,0.103,0.006,0.02
"FREEHEP-8","jtexpert",3,30,35.7,0.255,0.263,0.127
"GSON-4","jtexpert",3,30,1.4,0,0,0
"FREEHEP-9","jtexpert",3,30,39.1,0.108,0.031,0
"GSON-3","jtexpert",3,30,1.3,0,0,0
"GSON-5","jtexpert",3,30,1.3,0,0,0
"GSON-10","jtexpert",3,30,1.3,0,0,0
"GSON-1","jtexpert",3,30,1.3,0,0,0
"GSON-2","jtexpert",3,30,1.3,0,0,0
"GSON-6","jtexpert",3,30,1.5,0,0,0
"GSON-7","jtexpert",3,30,1.3,0,0,0
"GSON-9","jtexpert",3,30,1.3,0,0,0
"IMAGE-1","jtexpert",3,30,32.5,0.528,0.364,0.146
"IMAGE-2","jtexpert",3,30,32,0.934,0.855,0.604
"IMAGE-3","jtexpert",3,30,3.3,0,0,0
"IMAGE-4","jtexpert",3,30,33.1,0.769,0.716,0.744
"JXPATH-10","jtexpert",3,30,29,0,0,0
"JXPATH-1","jtexpert",3,30,3.3,0,0,0
"JXPATH-2","jtexpert",3,30,29.1,0.204,0.166,0.189
"JXPATH-3","jtexpert",3,30,28.5,0.559,0.479,0.517
"JXPATH-7","jtexpert",3,30,57.9,0.297,0.164,0.108
"JXPATH-4","jtexpert",3,30,29,0.743,0.709,0.641
"JXPATH-5","jtexpert",3,30,28.4,0.277,0.28,0.333
"JXPATH-6","jtexpert",3,30,33.2,0.805,0.724,0.66
"JXPATH-8","jtexpert",3,30,41.7,0.494,0.557,0.451
"LA4J-10","jtexpert",3,30,34.4,0.936,0.909,0.735
"LA4J-2","jtexpert",3,30,33.7,0.518,0.469,0.132
"JXPATH-9","jtexpert",3,30,28.5,0,0,0
"LA4J-1","jtexpert",3,30,46.2,0.929,0.859,0.656
"LA4J-4","jtexpert",3,30,38.6,0.456,0.292,0.223
"LA4J-3","jtexpert",3,30,32.6,0,0,0
"LA4J-5","jtexpert",3,30,61,0.16,0.138,0.076
"LA4J-6","jtexpert",3,30,32.9,0.91,0.8,0.74
"LA4J-8","jtexpert",3,30,39.9,0.736,0.48,0.454
"LA4J-9","jtexpert",3,30,35,0.942,0.906,0.134
"OKHTTP-1","jtexpert",3,30,30.6,0.048,0.017,0.003
"OKHTTP-4","jtexpert",3,30,35.7,0.51,0.408,0.45
"OKHTTP-3","jtexpert",3,30,31.1,0.658,0.53,0.647
"LA4J-7","jtexpert",3,30,29.3,0,0,0
"OKHTTP-2","jtexpert",3,30,3.1,0,0,0
"OKHTTP-5","jtexpert",3,30,31.4,0.147,0.053,0.045
"OKHTTP-6","jtexpert",3,30,36.8,0.846,0.723,0.694
"OKHTTP-7","jtexpert",3,30,28.9,0.05,0,0
"OKHTTP-8","jtexpert",3,30,4.1,0,0,0
"RE2J-1","jtexpert",3,30,37.8,0.703,0.615,0.123
"RE2J-2","jtexpert",3,30,39,0.628,0.619,0.526
"RE2J-3","jtexpert",3,30,28.4,0.572,0.559,0.137
"RE2J-4","jtexpert",3,30,30.2,0.965,0.923,0.772
"RE2J-5","jtexpert",3,30,29.4,0.957,0.839,0.391
"RE2J-6","jtexpert",3,30,32.2,0.903,0.782,0.439
"RE2J-7","jtexpert",3,30,35,0.357,0.257,0.185
"RE2J-8","jtexpert",3,30,32.1,0.955,0.925,0.389
"BCEL-10","randoop",3,60,61.3,0,0,0
"BCEL-2","randoop",3,60,63.6,0.035,0,0
"BCEL-5","randoop",3,60,64,0.041,0,0.014
"BCEL-8","randoop",3,60,1.4,0,0,0
"BCEL-3","randoop",3,60,64.1,0.835,0.7,0
"BCEL-1","randoop",3,60,1.4,0,0,0
"BCEL-6","randoop",3,60,62.7,0.725,0.555,0.693
"BCEL-9","randoop",3,60,61.9,0.541,0.464,0.216
"BCEL-4","randoop",3,60,62.9,0.518,0.445,0.288
"BCEL-7","randoop",3,60,62.5,0.284,0.155,0.19
"FREEHEP-10","randoop",3,60,64.4,0.911,0.791,0.488
"FREEHEP-1","randoop",3,60,64.6,0.049,0.025,0.02
"FREEHEP-2","randoop",3,60,1.3,0,0,0
"FREEHEP-3","randoop",3,60,67.2,0.036,0,0
"FREEHEP-4","randoop",3,60,63,0.594,0.619,0.081
"FREEHEP-5","randoop",3,60,62.6,0.717,0.442,0
"FREEHEP-6","randoop",3,60,61.5,0.02,0,0
"FREEHEP-8","randoop",3,60,1.4,0,0,0
"FREEHEP-9","randoop",3,60,63.2,0.099,0.013,0
"FREEHEP-7","randoop",3,60,65.5,0.142,0.02,0.047
"GSON-10","randoop",3,60,62.3,0.359,0.097,0.112
"GSON-1","randoop",3,60,61.7,0.095,0,0
"GSON-4","randoop",3,60,61.9,0.027,0.002,0
"GSON-2","randoop",3,60,62.6,0.405,0.235,0
"GSON-3","randoop",3,60,63.1,0.841,0.745,0.628
"GSON-5","randoop",3,60,63.8,0.285,0.16,0
"GSON-6","randoop",3,60,64.6,0.187,0.139,0.129
"GSON-7","randoop",3,60,62.1,0.787,0.394,0.7
"GSON-9","randoop",3,60,61.5,0.032,0.016,0.014
"IMAGE-1","randoop",3,60,1.3,0,0,0
"IMAGE-2","randoop",3,60,62.7,0.197,0.116,0
"IMAGE-4","randoop",3,60,63.7,0.094,0.022,0.065
"IMAGE-3","randoop",3,60,63.8,0.113,0.108,0.058
"JXPATH-10","randoop",3,60,66.9,0.033,0.016,0.035
"JXPATH-1","randoop",3,60,65.4,0.06,0.04,0
"JXPATH-2","randoop",3,60,1.6,0,0,0
"JXPATH-3","randoop",3,60,1.3,0,0,0
"JXPATH-7","randoop",3,60,62.7,0.077,0.008,0.004
"JXPATH-4","randoop",3,60,61.5,0.136,0.107,0
"JXPATH-5","randoop",3,60,62.5,0.592,0.32,0.404
"JXPATH-6","randoop",3,60,1.5,0,0,0
"JXPATH-8","randoop",3,60,62.6,0.243,0.28,0
"JXPATH-9","randoop",3,60,61.4,0,0,0
"LA4J-10","randoop",3,60,61.7,0,0,0
"LA4J-2","randoop",3,60,61.7,0,0,0
"LA4J-1","randoop",3,60,63,0.774,0.716,0.264
"LA4J-4","randoop",3,60,63.5,0.727,0.469,0.086
"LA4J-3","randoop",3,60,62.7,0.663,0.565,0.187
"LA4J-5","randoop",3,60,1.4,0,0,0
"LA4J-6","randoop",3,60,61.5,0,0,0
"LA4J-8","randoop",3,60,65.8,0.717,0.509,0.412
"LA4J-9","randoop",3,60,63.5,0.011,0,0
"OKHTTP-1","randoop",3,60,61.4,0.033,0,0
"OKHTTP-4","randoop",3,60,61.5,0.156,0.129,0.154
"OKHTTP-3","randoop",3,60,62.8,0.512,0.318,0.338
"OKHTTP-5","randoop",3,60,61.3,0,0,0
"LA4J-7","randoop",3,60,62.7,0.682,0.59,0.181
"OKHTTP-2","randoop",3,60,63.5,0.272,0.266,0.323
"OKHTTP-6","randoop",3,60,62.9,0.359,0.2,0.457
"OKHTTP-7","randoop",3,60,61.3,0.05,0,0
"OKHTTP-8","randoop",3,60,1.3,0,0,0
"RE2J-1","randoop",3,60,61.5,0.128,0.065,0.059
"RE2J-3","randoop",3,60,61.4,0.031,0.017,0.034
"RE2J-2","randoop",3,60,62.7,0.827,0.788,0.032
"RE2J-4","randoop",3,60,1.6,0,0,0
"RE2J-6","randoop",3,60,61.4,0,0,0
"RE2J-5","randoop",3,60,61.5,0.068,0,0
"RE2J-7","randoop",3,60,62.5,0.3,0.179,0.126
"RE2J-8","randoop",3,60,61.9,0.931,0.863,0.049
"BCEL-10","t3",3,60,30.8,0.722,0.652,0
"BCEL-2","t3",3,60,6,0,0,0
"BCEL-5","t3",3,60,4.6,0,0,0
"BCEL-8","t3",3,60,13.2,0.59,0.347,0.302
"BCEL-3","t3",3,60,53.7,0.767,0.721,0
"BCEL-1","t3",3,60,66.6,0.039,0.052,0
"BCEL-6","t3",3,60,16.6,0.838,0.833,0.46
"BCEL-9","t3",3,60,55.3,0.631,0.617,0.219
"BCEL-4","t3",3,60,65.1,0.316,0.298,0.064
"BCEL-7","t3",3,60,3.9,0,0,0
"FREEHEP-10","t3",3,60,50.9,0.911,0.791,0.011
"FREEHEP-1","t3",3,60,11.1,0.049,0.034,0.008
"FREEHEP-2","t3",3,60,3.3,0,0,0
"FREEHEP-3","t3",3,60,14.7,0.036,0,0
"FREEHEP-4","t3",3,60,66.4,0,0,0
"FREEHEP-5","t3",3,60,65.8,0,0,0
"FREEHEP-6","t3",3,60,5.2,0.02,0,0
"FREEHEP-8","t3",3,60,4,0,0,0
"FREEHEP-9","t3",3,60,9.5,0.099,0.013,0
"FREEHEP-7","t3",3,60,17.2,0.142,0.02,0
"GSON-10","t3",3,60,9.9,0.359,0.097,0.025
"GSON-1","t3",3,60,7.9,0.095,0,0
"GSON-4","t3",3,60,66.3,0,0,0
"GSON-2","t3",3,60,66.9,0.574,0.423,0.286
"GSON-3","t3",3,60,9.3,0.829,0.683,0.218
"GSON-5","t3",3,60,66,0.957,0.746,0.33
"GSON-6","t3",3,60,54.2,0.763,0.798,0.131
"GSON-7","t3",3,60,24.8,0.84,0.403,0.48
"GSON-9","t3",3,60,6.8,0.032,0.016,0
"IMAGE-1","t3",3,60,11.6,0.032,0.005,0
"IMAGE-2","t3",3,60,11,0.921,0.916,0.079
"IMAGE-4","t3",3,60,64.9,0.308,0.251,0.143
"IMAGE-3","t3",3,60,21.5,0.322,0.165,0.008
"JXPATH-10","t3",3,60,9.7,0.274,0.211,0.091
"JXPATH-1","t3",3,60,9.6,0.057,0.039,0
"JXPATH-2","t3",3,60,11.4,0.498,0.43,0.314
"JXPATH-3","t3",3,60,6.5,0.768,0.687,0.401
"JXPATH-7","t3",3,60,65,0,0,0
"JXPATH-4","t3",3,60,5.7,0.179,0.205,0.032
"JXPATH-5","t3",3,60,7.4,0.814,0.673,0.428
"JXPATH-6","t3",3,60,65.3,0.593,0.55,0.42
"JXPATH-8","t3",3,60,14.3,0.304,0.306,0.214
"JXPATH-9","t3",3,60,18,0.443,0.397,0.196
"LA4J-10","t3",3,60,5.2,0.504,0.333,0.188
"LA4J-2","t3",3,60,42.3,0.062,0.054,0.012
"LA4J-1","t3",3,60,37.7,0.873,0.894,0.035
"LA4J-4","t3",3,60,58.8,0.491,0.383,0.012
"LA4J-3","t3",3,60,64.9,0.348,0.236,0.023
"LA4J-5","t3",3,60,67.2,0.142,0.124,0.015
"LA4J-6","t3",3,60,67.7,0.884,0.75,0.111
"LA4J-8","t3",3,60,65.4,0,0,0
"LA4J-9","t3",3,60,70.9,0.264,0.304,0.016
"OKHTTP-1","t3",3,60,2.9,0,0,0
"OKHTTP-4","t3",3,60,65.3,0,0,0
"OKHTTP-3","t3",3,60,11.3,0.207,0,0
"OKHTTP-5","t3",3,60,6.2,0.213,0.099,0.076
"LA4J-7","t3",3,60,63.1,0.328,0.226,0.038
"OKHTTP-2","t3",3,60,15.6,0.022,0,0
"OKHTTP-6","t3",3,60,2.9,0,0,0
"OKHTTP-7","t3",3,60,3.7,0.05,0,0
"OKHTTP-8","t3",3,60,3,0,0,0
"RE2J-1","t3",3,60,14.8,0.288,0.191,0
"RE2J-3","t3",3,60,7,0.046,0.017,0.034
"RE2J-2","t3",3,60,56.8,0.799,0.779,0.287
"RE2J-4","t3",3,60,5.2,0,0,0
"RE2J-6","t3",3,60,15.8,0,0,0
"RE2J-5","t3",3,60,6.7,0.068,0,0
"RE2J-7","t3",3,60,13.6,0.103,0.042,0
"RE2J-8","t3",3,60,49.3,0.949,0.88,0.035
"BCEL-10","evosuite",3,60,54,0.459,0.412,0.355
"BCEL-2","evosuite",3,60,48.4,0.048,0.015,0.006
"BCEL-5","evosuite",3,60,54.9,0.275,0.166,0.173
"BCEL-8","evosuite",3,60,57.7,0.967,0.93,0.916
"BCEL-3","evosuite",3,60,59.3,0.716,0.657,0.294
"BCEL-1","evosuite",3,60,45.2,0.178,0.18,0.149
"BCEL-6","evosuite",3,60,61.5,0.752,0.598,0.66
"BCEL-9","evosuite",3,60,56.9,0.52,0.369,0.333
"BCEL-4","evosuite",3,60,61,0.837,0.742,0.581
"BCEL-7","evosuite",3,60,52.5,0.55,0.377,0.277
"FREEHEP-10","evosuite",3,60,56.9,0.97,0.824,0.699
"FREEHEP-1","evosuite",3,60,59.9,0.965,0.873,0.387
"FREEHEP-2","evosuite",3,60,56,0.685,0.641,0.04
"FREEHEP-3","evosuite",3,60,56.3,0.595,0.481,0.111
"FREEHEP-4","evosuite",3,60,67.6,0.499,0.492,0.174
"FREEHEP-5","evosuite",3,60,57.8,0.829,0.59,0.461
"FREEHEP-6","evosuite",3,60,57.3,0.941,0.864,0.38
"FREEHEP-8","evosuite",3,60,60.1,0.579,0.587,0.101
"FREEHEP-9","evosuite",3,60,57.4,0.144,0.13,0
"FREEHEP-7","evosuite",3,60,57.9,0.859,0.854,0.427
"GSON-10","evosuite",3,60,56.4,0.801,0.63,0.545
"GSON-1","evosuite",3,60,54.3,0.587,0.462,0.453
"GSON-4","evosuite",3,60,69,0.182,0.131,0.086
"GSON-2","evosuite",3,60,57.5,0.441,0.254,0.264
"GSON-3","evosuite",3,60,58,0.886,0.766,0.789
"GSON-5","evosuite",3,60,56,0.471,0.306,0.327
"GSON-6","evosuite",3,60,57.6,0.642,0.635,0.518
"GSON-7","evosuite",3,60,55.1,0.971,0.78,0.9
"GSON-9","evosuite",3,60,55.3,0.645,0.511,0.636
"IMAGE-1","evosuite",3,60,59.3,0.591,0.446,0.183
"IMAGE-2","evosuite",3,60,57.2,0.929,0.788,0.565
"IMAGE-4","evosuite",3,60,58.5,0.544,0.472,0.38
"IMAGE-3","evosuite",3,60,60.2,0.368,0.248,0.091
"JXPATH-10","evosuite",3,60,58.7,0.403,0.355,0.241
"JXPATH-1","evosuite",3,60,60.3,0.618,0.734,0.502
"JXPATH-2","evosuite",3,60,57.5,0.711,0.689,0.507
"JXPATH-3","evosuite",3,60,56.7,0.822,0.796,0.7
"JXPATH-7","evosuite",3,60,5.6,0,0,0
"JXPATH-4","evosuite",3,60,53.4,0.851,0.8,0.713
"JXPATH-5","evosuite",3,60,56.9,0.938,0.826,0.753
"JXPATH-6","evosuite",3,60,57.1,0,0,0
"JXPATH-8","evosuite",3,60,56.3,0.513,0.52,0.396
"JXPATH-9","evosuite",3,60,55.4,0.541,0.459,0.267
"LA4J-10","evosuite",3,60,58.3,0.945,0.909,0.49
"LA4J-2","evosuite",3,60,60.7,0.23,0.198,0.047
"LA4J-1","evosuite",3,60,60.9,0.838,0.735,0.555
"LA4J-4","evosuite",3,60,64.9,0.844,0.717,0.489
"LA4J-3","evosuite",3,60,52.4,0,0,0
"LA4J-5","evosuite",3,60,70.7,0.385,0.326,0.204
"LA4J-6","evosuite",3,60,55.8,0.833,0.7,0.268
"LA4J-8","evosuite",3,60,65.2,0.847,0.74,0.69
"LA4J-9","evosuite",3,60,66.6,0.612,0.674,0.165
"OKHTTP-1","evosuite",3,60,51.7,0.125,0.059,0.049
"OKHTTP-4","evosuite",3,60,56.9,0.626,0.548,0.469
"OKHTTP-3","evosuite",3,60,56.2,0.869,0.757,0.676
"OKHTTP-5","evosuite",3,60,49.9,0.158,0.035,0.05
"LA4J-7","evosuite",3,60,59.5,0,0,0
"OKHTTP-2","evosuite",3,60,77.3,0.253,0.333,0.323
"OKHTTP-6","evosuite",3,60,57.2,0.869,0.776,0.796
"OKHTTP-7","evosuite",3,60,51.8,0.245,0.239,0.116
"OKHTTP-8","evosuite",3,60,5.7,0,0,0
"RE2J-1","evosuite",3,60,57.9,0.582,0.492,0.32
"RE2J-3","evosuite",3,60,60.4,0.39,0.369,0.229
"RE2J-2","evosuite",3,60,60.7,0.81,0.776,0.366
"RE2J-4","evosuite",3,60,56.5,0.906,0.93,0.914
"RE2J-6","evosuite",3,60,56.8,0.587,0.55,0.419
"RE2J-5","evosuite",3,60,56.5,0.621,0.572,0.31
"RE2J-7","evosuite",3,60,64.7,0.54,0.403,0.154
"RE2J-8","evosuite",3,60,58.6,0.968,0.894,0.676
"BCEL-10","jtexpert",3,60,54.3,0.672,0.597,0.542
"BCEL-2","jtexpert",3,60,75.2,0.049,0.006,0.001
"BCEL-5","jtexpert",3,60,54.2,0.041,0,0.014
"BCEL-8","jtexpert",3,60,54.6,0.846,0.819,0.76
"BCEL-3","jtexpert",3,60,59.4,0.859,0.723,0.699
"BCEL-1","jtexpert",3,60,3.2,0,0,0
"BCEL-6","jtexpert",3,60,55,0.758,0.574,0.72
"BCEL-9","jtexpert",3,60,59.6,0.754,0.663,0.505
"BCEL-4","jtexpert",3,60,3.5,0,0,0
"BCEL-7","jtexpert",3,60,2.6,0,0,0
"FREEHEP-10","jtexpert",3,60,81.1,0.57,0.481,0.297
"FREEHEP-1","jtexpert",3,60,67.3,0.031,0.011,0.002
"FREEHEP-2","jtexpert",3,60,59.1,0.105,0.042,0
"FREEHEP-3","jtexpert",3,60,59,0.084,0.016,0
"FREEHEP-4","jtexpert",3,60,58.2,0.189,0.195,0.081
"FREEHEP-5","jtexpert",3,60,88.4,0.386,0.169,0.229
"FREEHEP-6","jtexpert",3,60,64.3,0.02,0,0
"FREEHEP-8","jtexpert",3,60,64,0.35,0.3,0.149
"FREEHEP-9","jtexpert",3,60,62.8,0.099,0.013,0
"FREEHEP-7","jtexpert",3,60,59.9,0.084,0,0.023
"GSON-10","jtexpert",3,60,1.3,0,0,0
"GSON-1","jtexpert",3,60,1.4,0,0,0
"GSON-4","jtexpert",3,60,1.4,0,0,0
"GSON-2","jtexpert",3,60,1.4,0,0,0
"GSON-3","jtexpert",3,60,1.5,0,0,0
"GSON-5","jtexpert",3,60,1.3,0,0,0
"GSON-6","jtexpert",3,60,1.3,0,0,0
"GSON-7","jtexpert",3,60,1.3,0,0,0
"GSON-9","jtexpert",3,60,1.3,0,0,0
"IMAGE-1","jtexpert",3,60,55.6,0.558,0.385,0.454
"IMAGE-2","jtexpert",3,60,56.6,0.934,0.844,0.635
"IMAGE-4","jtexpert",3,60,57.4,0.776,0.723,0.744
"IMAGE-3","jtexpert",3,60,3.1,0,0,0
"JXPATH-10","jtexpert",3,60,52.6,0,0,0
"JXPATH-1","jtexpert",3,60,3.8,0,0,0
"JXPATH-2","jtexpert",3,60,53.4,0.207,0.17,0.193
"JXPATH-3","jtexpert",3,60,53.4,0.58,0.552,0.496
"JXPATH-7","jtexpert",3,60,97.1,0.456,0.306,0.189
"JXPATH-4","jtexpert",3,60,52.8,0.498,0.477,0.442
"JXPATH-5","jtexpert",3,60,52.6,0.277,0.28,0.333
"JXPATH-6","jtexpert",3,60,56.5,0.809,0.731,0.68
"JXPATH-8","jtexpert",3,60,70.9,0.495,0.555,0.449
"JXPATH-9","jtexpert",3,60,52.2,0,0,0
"LA4J-10","jtexpert",3,60,61.6,0.945,0.924,0.729
"LA4J-2","jtexpert",3,60,60.2,0.605,0.572,0.161
"LA4J-1","jtexpert",3,60,73.8,0.619,0.587,0.457
"LA4J-4","jtexpert",3,60,65.3,0.502,0.343,0.267
"LA4J-3","jtexpert",3,60,63.2,0.248,0.222,0.138
"LA4J-5","jtexpert",3,60,119.7,0.712,0.625,0.231
"LA4J-6","jtexpert",3,60,59.2,0.961,0.9,0.87
"LA4J-8","jtexpert",3,60,68.5,0.787,0.534,0.554
"LA4J-9","jtexpert",3,60,62.2,0.945,0.912,0.105
"OKHTTP-1","jtexpert",3,60,55.1,0.049,0.02,0.006
"OKHTTP-4","jtexpert",3,60,59.5,0.562,0.473,0.502
"OKHTTP-3","jtexpert",3,60,55.8,0.658,0.53,0.652
"OKHTTP-5","jtexpert",3,60,53.6,0.096,0.017,0.025
"LA4J-7","jtexpert",3,60,56.5,0,0,0
"OKHTTP-2","jtexpert",3,60,3.2,0,0,0
"OKHTTP-6","jtexpert",3,60,57.5,0.854,0.742,0.819
"OKHTTP-7","jtexpert",3,60,52.8,0.05,0,0
"OKHTTP-8","jtexpert",3,60,3.7,0,0,0
"RE2J-1","jtexpert",3,60,58.1,0.745,0.655,0.088
"RE2J-3","jtexpert",3,60,52.3,0.583,0.583,0.068
"RE2J-2","jtexpert",3,60,63,0.948,0.943,0.83
"RE2J-4","jtexpert",3,60,54,0.965,0.93,0.772
"RE2J-6","jtexpert",3,60,55.6,0.916,0.809,0.397
"RE2J-5","jtexpert",3,60,53.2,0.957,0.847,0.262
"RE2J-7","jtexpert",3,60,60.8,0.337,0.243,0.163
"RE2J-8","jtexpert",3,60,55.8,0.957,0.935,0.385
"BCEL-10","randoop",3,120,121.7,0,0,0
"BCEL-2","randoop",3,120,125.4,0.035,0,0
"BCEL-5","randoop",3,120,124.6,0.041,0,0.014
"BCEL-8","randoop",3,120,1.5,0,0,0
"BCEL-3","randoop",3,120,124.9,0.823,0.688,0
"BCEL-1","randoop",3,120,1.4,0,0,0
"BCEL-6","randoop",3,120,123,0.725,0.555,0.7
"BCEL-4","randoop",3,120,123.6,0.601,0.546,0.141
"BCEL-7","randoop",3,120,122.2,0.284,0.155,0.19
"BCEL-9","randoop",3,120,121.9,0.546,0.469,0.26
"FREEHEP-10","randoop",3,120,127.7,0.911,0.791,0.494
"FREEHEP-1","randoop",3,120,124.8,0.049,0.025,0.008
"FREEHEP-2","randoop",3,120,1.2,0,0,0
"FREEHEP-3","randoop",3,120,139.7,0.036,0,0
"FREEHEP-8","randoop",3,120,1.4,0,0,0
"FREEHEP-4","randoop",3,120,122.9,0.594,0.619,0.033
"FREEHEP-6","randoop",3,120,121.6,0.02,0,0
"FREEHEP-5","randoop",3,120,123,0.737,0.512,0
"FREEHEP-7","randoop",3,120,125.7,0.142,0.02,0.047
"FREEHEP-9","randoop",3,120,122.8,0.099,0.013,0
"GSON-1","randoop",3,120,121.4,0.095,0,0
"GSON-2","randoop",3,120,122.6,0.405,0.235,0
"GSON-10","randoop",3,120,122.6,0.359,0.097,0.112
"GSON-3","randoop",3,120,124.4,0.865,0.837,0.609
"GSON-4","randoop",3,120,121.3,0.027,0.002,0
"GSON-5","randoop",3,120,122.4,0.433,0.248,0
"GSON-6","randoop",3,120,125.9,0.187,0.139,0.129
"GSON-7","randoop",3,120,123.8,0.822,0.412,0.72
"GSON-9","randoop",3,120,121.6,0.032,0.016,0.014
"IMAGE-1","randoop",3,120,1.9,0,0,0
"IMAGE-2","randoop",3,120,123.5,0,0,0
"IMAGE-3","randoop",3,120,123.9,0.113,0.108,0.055
"IMAGE-4","randoop",3,120,124.4,0.094,0.022,0.065
"JXPATH-10","randoop",3,120,129.1,0.033,0.016,0.035
"JXPATH-1","randoop",3,120,128.4,0.06,0.04,0
"JXPATH-2","randoop",3,120,1.5,0,0,0
"JXPATH-3","randoop",3,120,1.2,0,0,0
"JXPATH-6","randoop",3,120,1.5,0,0,0
"JXPATH-4","randoop",3,120,121.8,0.136,0.107,0
"JXPATH-5","randoop",3,120,123.8,0.592,0.32,0.404
"JXPATH-8","randoop",3,120,123.8,0.243,0.28,0
"JXPATH-7","randoop",3,120,123.2,0.077,0.008,0.004
"JXPATH-9","randoop",3,120,121.9,0,0,0
"LA4J-10","randoop",3,120,121.7,0,0,0
"LA4J-2","randoop",3,120,121.4,0,0,0
"LA4J-5","randoop",3,120,1.2,0,0,0
"LA4J-1","randoop",3,120,125.8,0.816,0.783,0.31
"LA4J-4","randoop",3,120,123.9,0.522,0.358,0.048
"LA4J-3","randoop",3,120,124.2,0.8,0.777,0.059
"LA4J-6","randoop",3,120,121.6,0,0,0
"LA4J-8","randoop",3,120,124.3,0.819,0.666,0.321
"LA4J-7","randoop",3,120,124.1,0.839,0.803,0.047
"LA4J-9","randoop",3,120,124,0.011,0,0
"OKHTTP-1","randoop",3,120,121.4,0.033,0,0
"OKHTTP-2","randoop",3,120,125.9,0.272,0.266,0.323
"OKHTTP-3","randoop",3,120,123.8,0.52,0.328,0.338
"OKHTTP-5","randoop",3,120,121.4,0,0,0
"OKHTTP-6","randoop",3,120,123.9,0.359,0.2,0.457
"OKHTTP-4","randoop",3,120,121.4,0.156,0.129,0.154
"OKHTTP-7","randoop",3,120,121.8,0.05,0,0
"OKHTTP-8","randoop",3,120,1.3,0,0,0
"RE2J-1","randoop",3,120,122.1,0.128,0.065,0.059
"RE2J-2","randoop",3,120,123.6,0.839,0.806,0.094
"RE2J-3","randoop",3,120,122.1,0.031,0.017,0.034
"RE2J-4","randoop",3,120,1.4,0,0,0
"RE2J-5","randoop",3,120,121.5,0.068,0,0
"RE2J-6","randoop",3,120,121.4,0,0,0
"RE2J-7","randoop",3,120,122.9,0.323,0.201,0.129
"RE2J-8","randoop",3,120,122.2,0.933,0.857,0.053
"BCEL-10","t3",3,120,41.3,0.722,0.652,0
"BCEL-2","t3",3,120,4.9,0,0,0
