tool,"benchmark","budget",runs,tgen,avgcovi,avgcovb,avgcovm
"combined","AUTHZFORCE-1",10,6,12.0115,0,0,0
"combined","AUTHZFORCE-1",240,6,40.3465,0,0,0
"combined","AUTHZFORCE-11",10,6,11.9273333333333,0.245614036666667,0.1,0.119047625333333
"combined","AUTHZFORCE-11",240,6,201.460333333333,0,0,0
"combined","AUTHZFORCE-27",10,6,11.9366666666667,0.9,0.75,0.75
"combined","AUTHZFORCE-27",240,6,228.278333333333,0,0,0
"combined","AUTHZFORCE-32",10,6,11.917,0.31111113,0.2,0.23076923
"combined","AUTHZFORCE-32",240,6,207.620666666667,0,0,0
"combined","AUTHZFORCE-33",10,6,11.9455,0.7659575,1,0.90909096
"combined","AUTHZFORCE-33",240,6,276.059666666667,0,0,0
"combined","AUTHZFORCE-48",10,6,11.9991666666667,0.9,0.63636364,0.882353
"combined","AUTHZFORCE-48",240,6,51.6051666666667,0.966666666666667,0.757575773333333,0.960784333333333
"combined","AUTHZFORCE-5",10,6,11.9193333333333,0.511363653333333,0.590909093333333,0.607142866666667
"combined","AUTHZFORCE-5",240,6,39.0723333333333,0,0,0
"combined","AUTHZFORCE-52",10,6,11.9086666666667,0.62068962,0.9166667,1
"combined","AUTHZFORCE-52",240,6,32.8156666666667,0,0,0
"combined","AUTHZFORCE-63",10,6,11.9465,0.5,0.35,0.3888889
"combined","AUTHZFORCE-63",240,6,201.713833333333,0,0,0
"combined","AUTHZFORCE-65",10,6,11.91,0.60000004,0.41666664,0
"combined","AUTHZFORCE-65",240,6,201.067166666667,0.60000004,0.41666664,0.60000004
"combined","DUBBO-2",10,6,12.8056666666667,0,0,0
"combined","DUBBO-2",240,6,205.589333333333,0.292553191666667,0.23684211,0.0774134783333333
"combined","FASTJSON-1",10,6,1.601,0.007445775,0.006372326,0.0048875856
"combined","FASTJSON-1",240,6,1.6855,0.333117518333333,0.317326661666667,0.0205278608333333
"combined","FASTJSON-3",10,6,1.61283333333333,0.191843975,0.116430256666667,0.111702126666667
"combined","FASTJSON-3",240,6,1.62416666666667,0.345567376666667,0.276004726666667,0.138297875
"combined","FESCAR-1",10,6,12.1853333333333,0.991071433333333,0.979166666666667,0.977272733333333
"combined","FESCAR-1",240,6,206.492833333333,1,1,1
"combined","FESCAR-12",10,6,12.0586666666667,0.7307692,0.125,0.5
"combined","FESCAR-12",240,6,26.644,1,0.875,1
"combined","FESCAR-18",10,6,17.3388333333333,0.7826087,0.714285683333333,0.84057971
"combined","FESCAR-18",240,6,18.9036666666667,0.572463763333333,0.571428543333333,0.61594202
"combined","FESCAR-23",10,6,12.0856666666667,0.730158733333333,0.63095235,0.7857143
"combined","FESCAR-23",240,6,29.8085,0.960317466666667,0.833333333333333,0.988095233333333
"combined","FESCAR-25",10,6,10.644,0.46875,0.375,0.22222223
"combined","FESCAR-25",240,6,20.7996666666667,0.46875,0.583333333333333,0.22222223
"combined","FESCAR-36",10,6,12.0381666666667,1,1,1
"combined","FESCAR-36",240,6,27.7905,0.876344071666667,0.858974366666667,0.85869566
"combined","FESCAR-37",10,6,12.3666666666667,0.693262416666667,0.544117635,0.71875
"combined","FESCAR-37",240,6,114.977833333333,0.943262433333333,0.9117647,0.958333333333333
"combined","FESCAR-41",10,6,12.8181666666667,0.017391304,0.020408163,0.023529413
