benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"Lang-63","t3",6,480,488,0.911,0.863,0.778
"Lang-65","t3",6,480,34.4,0.948,0.902,0.552
"Math-103","t3",6,480,30.7,0.976,0.944,0.831
"Math-106","t3",6,480,71.4,0.682,0.578,0.369
"Math-18","t3",6,480,493.7,0.068,0.007,0.003
"Math-20","t3",6,480,493.6,0.072,0.007,0.003
"Math-21","t3",6,480,489.4,0.251,0.238,0.083
"Math-2","t3",6,480,45,1,1,0.813
"Math-39","t3",6,480,11,0,0,0
"Math-44","t3",6,480,11.3,0,0,0
"Math-52","t3",6,480,62.4,0.751,0.479,0.636
"Math-56","t3",6,480,40.3,0.957,0.979,0.804
"Math-64","t3",6,480,36.5,0.282,0.151,0.032
"Math-67","t3",6,480,497.6,0.761,0.612,0.387
"Math-7","t3",6,480,12.1,0,0,0
"Math-88","t3",6,480,80.9,0.106,0.044,0.01
"Math-91","t3",6,480,40.4,0.932,0.833,0.619
"Math-93","t3",6,480,515.8,0.36,0.303,0.215
"Time-10","t3",6,480,8.3,0,0,0
"Time-11","t3",6,480,79.1,0.579,0.462,0.196
"Time-13","t3",6,480,489,0.621,0.463,0.24
"Time-20","t3",6,480,262.1,0.838,0.754,0.383
"Time-23","t3",6,480,9.2,0,0,0
"Time-3","t3",6,480,376.4,0.913,0.875,0.905
"Time-4","t3",6,480,121.5,0.988,0.982,0.789
"Time-5","t3",6,480,489.2,0.994,0.968,0.788
"Time-7","t3",6,480,148.9,0.384,0.25,0.129
"Time-8","t3",6,480,8.8,0,0,0
"Chart-11","evosuite",6,480,477.9,0.794,0.765,0.253
"Chart-12","evosuite",6,480,596.9,0.513,0.458,0.176
"Chart-16","evosuite",6,480,412.2,0.881,0.85,0.553
"Chart-17","evosuite",6,480,394.9,0.894,0.845,0.423
"Chart-1","evosuite",6,480,468.7,0.561,0.457,0.223
"Chart-20","evosuite",6,480,298.1,0.803,0.75,0.696
"Chart-23","evosuite",6,480,573.5,0.307,0.261,0.062
"Chart-24","evosuite",6,480,323.2,1,1,0.828
"Chart-25","evosuite",6,480,501.3,0.267,0.164,0.022
"Chart-26","evosuite",6,480,619.1,0.657,0.571,0.175
"Chart-2","evosuite",6,480,475.3,0.713,0.669,0.498
"Chart-3","evosuite",6,480,444.7,0.932,0.875,0.477
"Chart-4","evosuite",6,480,489.1,0.607,0.475,0.366
"Chart-6","evosuite",6,480,326.7,0.553,0.5,0.202
"Chart-7","evosuite",6,480,375.6,0.98,0.984,0.612
"Chart-9","evosuite",6,480,416.2,0.922,0.87,0.44
"Closure-100","evosuite",6,480,369.1,0.511,0.291,0.236
"Closure-124","evosuite",6,480,369.5,0.398,0.257,0.168
"Closure-130","evosuite",6,480,424,0.153,0.065,0.013
"Closure-132","evosuite",6,480,469.1,0.141,0.083,0.137
"Closure-14","evosuite",6,480,451.6,0.376,0.259,0.263
"Closure-16","evosuite",6,480,354.5,0.242,0.118,0.044
"Closure-20","evosuite",6,480,447.1,0.178,0.108,0.134
"Closure-46","evosuite",6,480,376.6,0.91,0.756,0.431
"Closure-68","evosuite",6,480,446.8,0.335,0.245,0.134
"Closure-74","evosuite",6,480,444.6,0.109,0.065,0.031
"Closure-98","evosuite",6,480,389.4,0.629,0.263,0.275
"Closure-99","evosuite",6,480,365.1,0.485,0.239,0.211
"Lang-28","evosuite",6,480,304.8,0.753,0.791,0.497
"Lang-33","evosuite",6,480,377.9,0.769,0.598,0.381
"Lang-36","evosuite",6,480,399.6,0.92,0.8,0.418
"Lang-37","evosuite",6,480,460.2,0.901,0.75,0.582
"Lang-41","evosuite",6,480,368.3,0.761,0.591,0.368
"Lang-43","evosuite",6,480,340.8,0.628,0.543,0.258
"Lang-47","evosuite",6,480,476,0.905,0.846,0.546
"Lang-50","evosuite",6,480,445.3,0.862,0.73,0.565
"Lang-57","evosuite",6,480,318.5,0.857,0.7,0.384
"Lang-58","evosuite",6,480,418.4,0.897,0.776,0.424
"Lang-59","evosuite",6,480,473.7,0.893,0.82,0.499
"Lang-60","evosuite",6,480,479.7,0.886,0.812,0.485
"Lang-63","evosuite",6,480,427.3,0.92,0.901,0.255
"Lang-65","evosuite",6,480,366.9,0.975,0.936,0.553
"Math-103","evosuite",6,480,309,0.857,0.777,0.629
"Math-106","evosuite",6,480,308.2,0.798,0.701,0.351
"Math-18","evosuite",6,480,455.4,0.841,0.696,0.265
"Math-20","evosuite",6,480,454.8,0.872,0.729,0.272
"Math-21","evosuite",6,480,327.8,0.915,0.91,0.439
"Math-2","evosuite",6,480,374.8,0.994,0.993,0.907
"Math-39","evosuite",6,480,440.9,0.908,0.709,0.356
"Math-44","evosuite",6,480,432.8,0.733,0.644,0.414
"Math-52","evosuite",6,480,415,0.987,0.915,0.827
"Math-56","evosuite",6,480,428.5,0.997,0.984,0.743
"Math-64","evosuite",6,480,364.4,0.769,0.647,0.239
"Math-67","evosuite",6,480,448.8,0.9,0.97,0.593
"Math-7","evosuite",6,480,437.4,0.775,0.637,0.315
"Math-88","evosuite",6,480,400.6,0.96,0.961,0.57
"Math-91","evosuite",6,480,347.7,0.978,0.985,0.699
"Math-93","evosuite",6,480,469.3,0.875,0.859,0.687
"Time-10","evosuite",6,480,354.8,0.911,0.923,0.634
"Time-11","evosuite",6,480,563.7,0.34,0.306,0.145
"Time-13","evosuite",6,480,462.6,0.727,0.545,0.309
"Time-20","evosuite",6,480,468.8,0.769,0.608,0.394
"Time-23","evosuite",6,480,401.5,0.853,0.774,0.517
"Time-3","evosuite",6,480,448.8,0.954,0.968,0.575
"Time-4","evosuite",6,480,435.5,0.977,0.935,0.738
"Time-5","evosuite",6,480,464.8,0.989,0.932,0.822
"Time-7","evosuite",6,480,436.1,0.916,0.875,0.592
"Time-8","evosuite",6,480,399.4,0.848,0.776,0.538
"Chart-11","jtexpert",6,480,428.3,0.62,0.553,0.319
"Chart-12","jtexpert",6,480,520.6,0.573,0.494,0.121
"Chart-16","jtexpert",6,480,447.5,0.853,0.824,0.347
"Chart-17","jtexpert",6,480,457.4,0.682,0.638,0.322
"Chart-1","jtexpert",6,480,460.1,0.323,0.259,0.072
"Chart-20","jtexpert",6,480,419.6,0.909,0.75,0.454
"Chart-23","jtexpert",6,480,572.2,0.516,0.419,0.124
"Chart-24","jtexpert",6,480,143.9,0.846,0.883,0.391
"Chart-25","jtexpert",6,480,459.4,0.116,0.083,0.013
"Chart-26","jtexpert",6,480,563.9,0,0,0
"Chart-2","jtexpert",6,480,443.7,0.666,0.598,0.354
"Chart-3","jtexpert",6,480,461.5,0.812,0.715,0.42
"Chart-4","jtexpert",6,480,811.3,0.074,0.048,0.027
"Chart-6","jtexpert",6,480,413.9,0.495,0.489,0.172
"Chart-7","jtexpert",6,480,427.4,0.899,0.876,0.749
"Chart-9","jtexpert",6,480,456.8,0.711,0.65,0.317
"Closure-100","jtexpert",6,480,425.8,0.466,0.235,0.105
"Closure-124","jtexpert",6,480,416.8,0.04,0.014,0.013
"Closure-130","jtexpert",6,480,417.6,0.072,0.03,0
"Closure-132","jtexpert",6,480,441.7,0.142,0.106,0.075
"Closure-14","jtexpert",6,480,424.2,0.277,0.173,0.116
"Closure-16","jtexpert",6,480,415.9,0.252,0.137,0.124
"Closure-20","jtexpert",6,480,442.8,0.137,0.104,0.082
"Closure-46","jtexpert",6,480,413.2,0,0,0
"Closure-68","jtexpert",6,480,607.4,0,0,0
"Closure-74","jtexpert",6,480,427.8,0.074,0.034,0.017
"Closure-98","jtexpert",6,480,439.5,0.6,0.315,0.181
"Closure-99","jtexpert",6,480,427.7,0.466,0.212,0.086
"Lang-28","jtexpert",6,480,411.7,0.653,0.593,0.131
"Lang-33","jtexpert",6,480,435.1,0.914,0.865,0.594
"Lang-36","jtexpert",6,480,432.3,0.963,0.873,0.48
"Lang-37","jtexpert",6,480,456.6,0.945,0.814,0.648
"Lang-41","jtexpert",6,480,429.2,0.917,0.864,0.593
"Lang-43","jtexpert",6,480,416.9,0.543,0.425,0.21
"Lang-47","jtexpert",6,480,519.2,0.984,0.935,0.588
"Lang-50","jtexpert",6,480,432.8,0.934,0.834,0.651
"Lang-57","jtexpert",6,480,419.1,0.945,0.807,0.582
"Lang-58","jtexpert",6,480,435.9,0.954,0.868,0.481
"Lang-59","jtexpert",6,480,511.4,0.988,0.943,0.597
"Lang-60","jtexpert",6,480,511.1,0.985,0.947,0.59
"Lang-63","jtexpert",6,480,421.7,0.99,0.967,0.762
"Lang-65","jtexpert",6,480,430.2,0.919,0.791,0.436
"Math-103","jtexpert",6,480,419.4,0.912,0.796,0.558
"Math-106","jtexpert",6,480,418.6,0.849,0.763,0.373
"Math-18","jtexpert",6,480,461.8,0.751,0.58,0.171
"Math-20","jtexpert",6,480,473.2,0.796,0.642,0.206
"Math-21","jtexpert",6,480,465.6,0.854,0.827,0.251
"Math-2","jtexpert",6,480,415.9,0.997,0.948,0.801
"Math-39","jtexpert",6,480,414.9,0.296,0,0.002
"Math-44","jtexpert",6,480,430.7,0.151,0.032,0.043
"Math-52","jtexpert",6,480,427.2,0.866,0.75,0.604
"Math-56","jtexpert",6,480,495.1,0.945,0.817,0.483
"Math-64","jtexpert",6,480,431.3,0.054,0,0
"Math-67","jtexpert",6,480,463.3,0.683,0.529,0.357
"Math-7","jtexpert",6,480,433.1,0.183,0.037,0.05
"Math-88","jtexpert",6,480,425.9,0.638,0.562,0.343
"Math-91","jtexpert",6,480,419.4,0.939,0.84,0.667
"Math-93","jtexpert",6,480,538.2,0.79,0.749,0.541
"Time-10","jtexpert",6,480,417.8,0.845,0.768,0.676
"Time-11","jtexpert",6,480,441.2,0.427,0.385,0.206
"Time-13","jtexpert",6,480,505.9,0.958,0.884,0.562
"Time-20","jtexpert",6,480,484.4,0.858,0.768,0.503
"Time-23","jtexpert",6,480,443.5,0.777,0.666,0.424
"Time-3","jtexpert",6,480,428.6,0.866,0.87,0.222
"Time-4","jtexpert",6,480,443.2,0.939,0.922,0.581
"Time-5","jtexpert",6,480,434.3,0.971,0.934,0.664
"Time-7","jtexpert",6,480,446,0.893,0.736,0.404
"Time-8","jtexpert",6,480,438.6,0.753,0.621,0.378
