tool,"benchmark","budget",runs,tgen,avgcovi,avgcovb,avgcovm
"bbc","GUAVA-249",30,10,30.1219,0.986,0.98125,0.979999984
"bbc","GUAVA-249",120,10,85.773,0.992,1,0.986666656
"bbc","GUAVA-260",30,10,36.8284,0.502325579,0.327777787,0.042553192
"bbc","GUAVA-260",120,10,98.2723,0.594186038,0.416666673,0
"bbc","GUAVA-275",30,10,28.7867,1,1,1
"bbc","GUAVA-275",120,10,87.2373,0.996666672,1,1
"bbc","GUAVA-45",30,10,29.7297,0.9902912,0.99117646,1
"bbc","GUAVA-45",120,10,106.8004,0.99514562,0.99705882,0.99774436
"bbc","GUAVA-6",30,10,28.4011,0.08369565,0.084210526,0.0902439
"bbc","GUAVA-6",120,10,190.3753,0.331521734,0.331578948,0.3609756
"bbc","GUAVA-71",30,10,33.1768,0.314285715,0.321428583,0.39375
"bbc","GUAVA-71",120,10,108.6545,0.385714288,0.435714285,0.2625
"bbc","GUAVA-78",30,10,30.3855,0.534666674,0.561538446,0.59821429
"bbc","GUAVA-78",120,10,99.9566,0.583999996,0.603846148,0.621428584
"bbc","GUAVA-85",30,10,30.8502,1,0.97500001,1
"bbc","GUAVA-85",120,10,103.9433,1,1,0.9
"bbc","SEATA-12",30,10,28.6151,0.96,0.775,0.94285715
"bbc","SEATA-12",120,10,76.2437,0.504,0.15,0.32857143
"bbc","SEATA-14",30,10,29.5238,0.99263158,0.9875,0.8833333
"bbc","SEATA-14",120,10,99.9443,0.99052633,0.98125,0.9833333
"bbc","SEATA-15",30,10,33.9536,0.009803922,0,0
"bbc","SEATA-15",120,10,103.5597,0.009803922,0,0
"bbc","SEATA-16",30,10,28.4377,0,0,0
"bbc","SEATA-16",120,10,77.4455,1,1,1
"bbc","SEATA-19",30,10,29.3719,0.9983871,0.99615385,0.99782609
"bbc","SEATA-19",120,10,88.627,0.759677419,0.76923079,0
"bbc","SEATA-21",30,10,29.4293,0.018957347,0.022727273,0.026666667
"bbc","SEATA-21",120,10,106.205,0.018957347,0.022727273,0
"bbc","SEATA-24",30,10,29.3835,0.99204547,0.990909088,0.976666656
"bbc","SEATA-24",120,10,101.3499,0.989772728,0.968181832,0.88
"bbc","SEATA-25",30,10,29.2675,0.424999992,0.444444432,0.53666668
"bbc","SEATA-25",120,10,113.7799,0.498333332,0.472222217,0
"bbc","SEATA-26",30,10,10.0853,0.0061728394,0,0
"bbc","SEATA-26",120,10,10.2114,0.0061728394,0,0
"bbc","SEATA-29",30,10,34.0904,0.313235298,0.19166667,0.177272732
"bbc","SEATA-29",120,10,96.2861,0.330882361,0.208333334,0.20454546
"bbc","SEATA-32",30,10,29.0662,0.9,0.9,0.9
"bbc","SEATA-32",120,10,80.5139,0.9,0.9,0.8
"bbc","SEATA-4",30,10,33.8174,0.75909092,0.7,0.61538462
"bbc","SEATA-4",120,10,98.4029,1,1,1
"bbc","SEATA-6",30,10,29.2265,0.889411764,0.8375,0.956666656
"bbc","SEATA-6",120,10,108.0732,0.4764706,0.4625,0
"bbc","SEATA-8",30,10,29.1593,0.708695654,0.58571429,0.804347808
"bbc","SEATA-8",120,10,108.5336,0.576086944,0.557142863,0
"bbc","SEATA-9",30,10,28.6891,0.7407407,0.125,0.5
"bbc","SEATA-9",120,10,85.0635,1,0.875,1
"bbc","SPOON-101",30,10,29.3628,0.3,0.29166666,0.3
"bbc","SPOON-101",120,10,104.9694,0.705882372,0.483333342,0
"bbc","SPOON-103",30,10,39.0006,0,0,0
"bbc","SPOON-103",120,10,99.486,0.006666667,0,0
"bbc","SPOON-107",30,10,35.3142,0.34615384,0.365,0
"bbc","SPOON-107",120,10,107.464,0.846153802,0.895,0
"bbc","SPOON-11",30,10,34.9561,0.533640548,0.474285702,0
"bbc","SPOON-11",120,10,105.0193,0.3267281095,0.227142869,0.04214876
"bbc","SPOON-13",30,10,48.4579,0.537931042,0.446153849,0
"bbc","SPOON-13",120,10,115.2312,0.634482762,0.480769238,0
"bbc","SPOON-151",30,10,33.6778,0.31578945,0.30000002,0.35897438
"bbc","SPOON-151",120,10,114.5143,0.318421061,0.247500001,0
"bbc","SPOON-155",30,10,30.2004,0.84,0.875,0.286666678
"bbc","SPOON-155",120,10,114.3918,0.756,0.85,0
"bbc","SPOON-157",30,10,31.384,0.406526801,0.49125001,0.0053892217
"bbc","SPOON-157",120,10,164.8344,0.182284378,0.201250008,0
"bbc","SPOON-159",30,10,29.6177,1,0.931818184,0.8
"bbc","SPOON-159",120,10,128.995,0.596153834,0.304545457,0.0875
"bbc","SPOON-163",30,10,31.9242,0.7894737,0.605000032,0
"bbc","SPOON-163",120,10,109.1842,0.705263161,0.53500002,0
"bbc","SPOON-165",30,10,29.4147,1,0.875,1
"bbc","SPOON-165",120,10,96.917,0.56000002,0.475,0.116666666
"bbc","SPOON-167",30,10,28.7105,1,1,1
"bbc","SPOON-167",120,10,81.8244,1,1,0.5
"bbc","SPOON-169",30,10,43.0091,0.265000004,0.177777781,0.03
"bbc","SPOON-169",120,10,106.4854,0.30125,0.211111112,0
"bbc","SPOON-19",30,10,28.954,0.45454548,0.3125,0.375
"bbc","SPOON-19",120,10,104.2263,0.386363637,0.21875,0
"bbc","SPOON-9",30,10,29.8521,0.98589745,0.94107142,0.988172034
"bbc","SPOON-9",120,10,112.8306,0.947435903,0.84107142,0
"evosuite","FASTJSON-104",30,10,34.0286,0.88414634,0.82,0
"evosuite","FASTJSON-104",120,10,141.16,0.820731715,0.755,0
"evosuite","FASTJSON-105",30,10,34.6143,0.92866243,0.793650815,0.549333338
"evosuite","FASTJSON-105",120,10,112.153,0.736942682,0.641269847,0
"evosuite","FASTJSON-15",30,10,34.0062,0.751662401,0.63777777,0.662804895
"evosuite","FASTJSON-15",120,10,136.2811,0.743734016,0.635925926,0
"evosuite","FASTJSON-17",30,10,30.3588,0.20833332,0.5,0.33333336
"evosuite","FASTJSON-17",120,10,84.8548,0.93333336,1,0.9
"evosuite","FASTJSON-19",30,10,32.3851,0.570588236,0.584090912,0.410344817
"evosuite","FASTJSON-19",120,10,113.7414,0.672058824,0.670454552,0.15517242
"evosuite","FASTJSON-25",30,10,32.1988,0.8604651,0.591666664,0.15
"evosuite","FASTJSON-25",120,10,173.5253,0.60232557,0.441666682,0.05
"evosuite","FASTJSON-26",30,10,32.0843,0.09090909,0.1031746,0.11594203
"evosuite","FASTJSON-26",120,10,104.2203,0.323737378,0.309523828,0.025362318
"evosuite","FASTJSON-31",30,10,37.0695,0.13313783,0.0675879401,0.1089108944
"evosuite","FASTJSON-31",120,10,114.8978,0.45087976,0.394472365,0.417079204
"evosuite","FASTJSON-32",30,10,31.6989,0.337142862,0.364285718,0.31000002
"evosuite","FASTJSON-32",120,10,88.3669,0.351428582,0.385714278,0.360000016
"evosuite","FASTJSON-39",30,10,30.9967,0.46666668,0.45,0.4827586
"evosuite","FASTJSON-39",120,10,97.5772,0.855555547,0.88,0.510344828
"evosuite","FASTJSON-4",30,10,31.102,0.25,0.0625,0.11111112
"evosuite","FASTJSON-4",120,10,93.4711,0.98333332,0.98125,0.58888888
"evosuite","FASTJSON-49",30,10,30.6017,0.21428572,0.071428576,0.0285714304
"evosuite","FASTJSON-49",120,10,85.5496,0.35000001,0.1357142884,0
"evosuite","FASTJSON-50",30,10,38.1592,0.182048575,0.107719296,0
"evosuite","FASTJSON-50",120,10,115.5136,0.251425553,0.179999998,0
"evosuite","FASTJSON-59",30,10,31.0221,0,0,0
"evosuite","FASTJSON-59",120,10,96.4618,0.986021494,0.969354836,0.850000006
"evosuite","FASTJSON-64",30,10,33.3064,0.723243256,0.60833333,0
"evosuite","FASTJSON-64",120,10,113.3789,0.869729732,0.80092595,0
"evosuite","FASTJSON-72",30,10,31.7283,0.19791668,0.15094339,0.20353981
"evosuite","FASTJSON-72",120,10,152.4429,0.45729166,0.396226416,0
"evosuite","FASTJSON-79",30,10,35.6358,0.795366786,0.67560977,0.086982254
"evosuite","FASTJSON-79",120,10,114.9481,0.348069504,0.183170731,0
"evosuite","FASTJSON-85",30,10,31.1845,0.08571429,0,0.05
"evosuite","FASTJSON-85",120,10,93.3383,0.474285723,0.430000008,0.260000012
"evosuite","FASTJSON-9",30,10,30.9304,0.31578945,0.11111112,0.60000004
"evosuite","FASTJSON-9",120,10,151.7974,0.263157882,0.450000001,0.36666669
"evosuite","FASTJSON-93",30,10,30.7625,0,0,0
"evosuite","FASTJSON-93",120,10,89.1268,0.980821895,0.9166667,0.613698628
"evosuite","GUAVA-110",30,10,29.5174,0,0,0
"evosuite","GUAVA-110",120,10,96.1223,0.973333324,0.952439005,1
"evosuite","GUAVA-114",30,10,31.4044,0.927118648,0.79285716,0.897058826
"evosuite","GUAVA-114",120,10,140.0332,0.9661017,0.8571429,1
"evosuite","GUAVA-115",30,10,39.9153,0.363636364,0.180769234,0.321951222
"evosuite","GUAVA-115",120,10,147.5179,0.320000004,0.219230778,0.35609757
"evosuite","GUAVA-153",30,10,39.9502,0.228571434,0.125,0.061111114
"evosuite","GUAVA-153",120,10,98.9807,0.361904775,0.325,0.133333342
"evosuite","GUAVA-174",30,10,31.685,0.924050614,0.83888889,0.92794117
"evosuite","GUAVA-174",120,10,95.8037,0.616455681,0.438888888,0.526470581
"evosuite","GUAVA-197",30,10,29.2797,0.99066669,0.98653844,1
"evosuite","GUAVA-197",120,10,91.2946,1,0.99807692,1
"evosuite","GUAVA-21",30,10,57.7655,0.016923077,0.01,0.008695652
"evosuite","GUAVA-21",120,10,117.2035,0.16923077,0.1,0.08695652
"evosuite","GUAVA-249",30,10,29.8634,0.982,0.975,0.973333312
"evosuite","GUAVA-249",120,10,86.8074,0.984,0.9875,0.973333312
"evosuite","GUAVA-260",30,10,34.2887,0.516279073,0.352777783,0.099999993
"evosuite","GUAVA-260",120,10,96.0504,0.584883731,0.408333328,0
"evosuite","GUAVA-275",30,10,28.8595,1,1,1
"evosuite","GUAVA-275",120,10,86.4675,0.995000008,1,1
"evosuite","GUAVA-45",30,10,29.7611,0.9902912,0.9852941,1
"evosuite","GUAVA-45",120,10,98.6532,0.99320384,1,1
"evosuite","GUAVA-6",30,10,28.7322,0.08369565,0.084210526,0.0902439
"evosuite","GUAVA-6",120,10,195.3284,0.659782592,0.673684208,0.71463414
"evosuite","GUAVA-71",30,10,30.0749,0.34920635,0.35714287,0.4375
"evosuite","GUAVA-71",120,10,126.04,0.253968253,0.271428578,0.21875
"evosuite","GUAVA-78",30,10,31.5835,0.44266666,0.473076912,0.50892858
"evosuite","GUAVA-78",120,10,96.6413,0.560000002,0.557692309,0.623214294
"evosuite","GUAVA-85",30,10,32.0563,1,1,1
"evosuite","GUAVA-85",120,10,103.717,1,1,1
"evosuite","SEATA-12",30,10,28.605,0.988,0.8,1
"evosuite","SEATA-12",120,10,82.2285,0.620000012,0.1125,0.42857144
"evosuite","SEATA-14",30,10,29.6094,0.99368422,0.98125,0.98571426
"evosuite","SEATA-14",120,10,99.1587,0.98736842,0.978125,0.78333332
"evosuite","SEATA-15",30,10,33.9429,0.009803922,0,0
"evosuite","SEATA-15",120,10,116.3852,0.0088235298,0,0
"evosuite","SEATA-16",30,10,28.4238,0,0,0
"evosuite","SEATA-16",120,10,77.1752,1,1,1
"evosuite","SEATA-19",30,10,29.4099,1,1,1
"evosuite","SEATA-19",120,10,93.2329,0.874193556,0.86923076,0
"evosuite","SEATA-21",30,10,29.5398,0.018957347,0.022727273,0.026666667
"evosuite","SEATA-21",120,10,108.3936,0.018957347,0.022727273,0
"evosuite","SEATA-24",30,10,29.4618,0.99772728,0.995454544,0.993333328
"evosuite","SEATA-24",120,10,100.1597,0.99772727,0.990909096,1
"evosuite","SEATA-25",30,10,29.2373,0.448333332,0.4722222,0.56666668
"evosuite","SEATA-25",120,10,125.5848,0.45333334,0.455555558,0
"evosuite","SEATA-26",30,10,10.0938,0.0061728394,0,0
"evosuite","SEATA-26",120,10,10.5961,0.0061728394,0,0
"evosuite","SEATA-29",30,10,33.1234,0.33970589,0.208333334,0.181818188
"evosuite","SEATA-29",120,10,93.845,0.338235297,0.1875,0.23181819
"evosuite","SEATA-32",30,10,29.1433,1,1,1
"evosuite","SEATA-32",120,10,103.0576,0.9,0.9,0.9
"evosuite","SEATA-4",30,10,32.2003,0.390909096,0.38,0.33846154
"evosuite","SEATA-4",120,10,97.6734,0.990909088,0.98,1
"evosuite","SEATA-6",30,10,29.6329,0.871764716,0.84375,0.959999984
"evosuite","SEATA-6",120,10,107.5627,0.66705884,0.65625,0
"evosuite","SEATA-8",30,10,29.2557,0.789130452,0.63571429,0.8695652
"evosuite","SEATA-8",120,10,105.9183,0.66521738,0.607142853,0
"evosuite","SEATA-9",30,10,28.6712,0.7407407,0.125,0.5
"evosuite","SEATA-9",120,10,84.0974,0.98518518,0.875,1
"evosuite","SPOON-101",30,10,29.3745,0.3,0.3,0.3
"evosuite","SPOON-101",120,10,104.3482,0.75000002,0.579166668,0.07352941
"evosuite","SPOON-103",30,10,38.1554,0.006666667,0,0
"evosuite","SPOON-103",120,10,113.0867,0.008888889,0,0.0034482758
"evosuite","SPOON-107",30,10,34.2055,0.499999974,0.525,0
"evosuite","SPOON-107",120,10,121.7578,0.780769202,0.815,0
"evosuite","SPOON-11",30,10,35.0162,0.455299537,0.404285708,0
"evosuite","SPOON-11",120,10,133.2522,0.320737333,0.231428578,0
"evosuite","SPOON-13",30,10,48.9337,0.365517243,0.292307694,0
"evosuite","SPOON-13",120,10,115.4814,0.648275857,0.499999988,0
"evosuite","SPOON-151",30,10,33.8008,0.31578945,0.30000002,0.35897438
"evosuite","SPOON-151",120,10,114.0715,0.367105268,0.290000001,0.069230772
"evosuite","SPOON-155",30,10,30.2647,0.928,0.875,0.420000008
"evosuite","SPOON-155",120,10,121.5274,0.54,0.55,0
"evosuite","SPOON-157",30,10,31.4743,0.326806526,0.408750012,0.0173652695
"evosuite","SPOON-157",120,10,134.6736,0.318181818,0.326250004,0
"evosuite","SPOON-159",30,10,29.7186,0.9,0.872727272,0.4
"evosuite","SPOON-159",120,10,110.5184,0.673076923,0.3772727315,0
"evosuite","SPOON-163",30,10,31.7143,0.78421054,0.600000028,0
"evosuite","SPOON-163",120,10,106.2122,0.697368432,0.505000009,0
"evosuite","SPOON-165",30,10,29.4566,0.8,0.7,0.7
"evosuite","SPOON-165",120,10,93.4144,0.586666691,0.4875,0.100000006
"evosuite","SPOON-167",30,10,28.8347,1,1,1
"evosuite","SPOON-167",120,10,81.4607,1,1,0.2
"evosuite","SPOON-169",30,10,44.47,0.1925,0.130555561,0
"evosuite","SPOON-169",120,10,102.0737,0.305,0.211111116,0.058
"evosuite","SPOON-19",30,10,28.9541,0.45454548,0.3125,0.375
"evosuite","SPOON-19",120,10,110.9581,0.459090912,0.28125,0
"evosuite","SPOON-9",30,10,29.946,0.9820513,0.93035714,0.984946236
"evosuite","SPOON-9",120,10,112.9254,0.919230746,0.79821429,0
"kex","FASTJSON-104",30,10,61.0093,0,0,0
"kex","FASTJSON-104",120,10,241.01,0,0,0
"kex","FASTJSON-105",30,10,33.6444,0,0,0
"kex","FASTJSON-105",120,10,163.0441,0,0,0
"kex","FASTJSON-15",30,10,31.2954,0.296419441,0.184814818,0
"kex","FASTJSON-15",120,10,122.4868,0.457800528,0.306666656,0.20487805
"kex","FASTJSON-17",30,10,5.2861,0.125,0.5,0
"kex","FASTJSON-17",120,10,5.2091,0.125,0.5,0
"kex","FASTJSON-19",30,10,42.8964,0,0,0
"kex","FASTJSON-19",120,10,152.7124,0,0,0
"kex","FASTJSON-25",30,10,38.3701,0.48837208,0.25,0
"kex","FASTJSON-25",120,10,125.6697,0.48837208,0.25,0
"kex","FASTJSON-26",30,10,54.325,0.015151515,0.0079365087,0
"kex","FASTJSON-26",120,10,169.6987,0.015151515,0.0079365087,0
"kex","FASTJSON-31",30,10,33.3771,0,0,0
"kex","FASTJSON-31",120,10,121.9386,0,0,0
"kex","FASTJSON-32",30,10,32.2283,0.071428576,0,0
"kex","FASTJSON-32",120,10,129.8258,0.071428576,0,0
"kex","FASTJSON-39",30,10,35.0131,0.22222223,0.1,0
"kex","FASTJSON-39",120,10,156.6425,0.22222223,0.1,0
"kex","FASTJSON-4",30,10,33.1529,0.22222223,0.125,0
"kex","FASTJSON-4",120,10,128.2226,0.22222223,0.125,0
"kex","FASTJSON-49",30,10,34.5246,0,0,0
"kex","FASTJSON-49",120,10,123.9569,0,0,0
"kex","FASTJSON-50",30,10,33.321,0,0,0
"kex","FASTJSON-50",120,10,203.217,0,0,0
"kex","FASTJSON-59",30,10,11.5542,0.30107529,0.20967741,0.20512821
"kex","FASTJSON-59",120,10,9.5661,0.30107529,0.20967741,0.20512821
"kex","FASTJSON-64",30,10,34.8564,0.059459457,0,0
"kex","FASTJSON-64",120,10,128.9212,0.075675673,0.018518518,0
"kex","FASTJSON-72",30,10,56.8292,0.067708335,0.09433963,0
"kex","FASTJSON-72",120,10,191.2565,0.067708335,0.09433963,0
"kex","FASTJSON-79",30,10,60.9899,0.22779922,0.02682927,0.06508876
"kex","FASTJSON-79",120,10,124.2663,0.22779922,0.02682927,0.06508876
"kex","FASTJSON-85",30,10,58.1893,0.02857143,0,0
"kex","FASTJSON-85",120,10,181.2645,0.02857143,0,0
"kex","FASTJSON-9",30,10,41.401,0.21052631,0.11111112,0
"kex","FASTJSON-9",120,10,164.2532,0.173684207,0.266666682,0
"kex","FASTJSON-93",30,10,35.2935,0.24657534,0.08333334,0
"kex","FASTJSON-93",120,10,128.5146,0.3561644,0.125,0
"kex","GUAVA-110",30,10,31.7106,0.3377778,0.241463409,0
"kex","GUAVA-110",120,10,48.0346,0.8055556,0.7134146,0
"kex","GUAVA-114",30,10,37.7302,0.16949154,0.071428576,0
"kex","GUAVA-114",120,10,135.4237,0.16949154,0.071428576,0.023529412
"kex","GUAVA-115",30,10,15.7418,0.2218181835,0.034615386,0.1634146322
"kex","GUAVA-115",120,10,15.8971,0.234545458,0.03846154,0.178048778
"kex","GUAVA-153",30,10,1.0135,0,0,0
"kex","GUAVA-153",120,10,1.0152,0,0,0
"kex","GUAVA-174",30,10,1.0141,0,0,0
"kex","GUAVA-174",120,10,1.0159,0,0,0
"kex","GUAVA-197",30,10,26.8284,0.85333336,0.8269231,0
"kex","GUAVA-197",120,10,26.3513,0.85333336,0.8269231,0
"kex","GUAVA-21",30,10,37.7862,0.41538464,0.25,0
"kex","GUAVA-21",120,10,122.7962,0.41538464,0.25,0
"kex","GUAVA-249",30,10,36.3216,0.22,0.0625,0.06666667
"kex","GUAVA-249",120,10,129.8591,0.22,0.0625,0.06666667
"kex","GUAVA-260",30,10,46.1475,0.05813954,0,0.0021276596
"kex","GUAVA-260",120,10,128.0888,0.046511632,0,0
"kex","GUAVA-275",30,10,33.8139,0.16666668,0.13157895,0.08
"kex","GUAVA-275",120,10,108.7249,0.30000002,0.23684212,0.28
"kex","GUAVA-45",30,10,29.9068,0.81941747,0.89558827,0.905263186
"kex","GUAVA-45",120,10,30.7908,0.8349515,0.9117647,0.91729324
"kex","GUAVA-6",30,10,29.7851,0.48369566,0.39473686,0
"kex","GUAVA-6",120,10,29.1217,0.5,0.39473686,0
"kex","GUAVA-71",30,10,39.1026,0,0,0
"kex","GUAVA-71",120,10,126.3284,0,0,0
"kex","GUAVA-78",30,10,11.1017,0.446666688,0.56538461,0
"kex","GUAVA-78",120,10,11.3557,0.45333336,0.57692307,0
"kex","GUAVA-85",30,10,15.2136,0.46666668,0.08333334,0
"kex","GUAVA-85",120,10,15.3702,0.46666668,0.08333334,0
"kex","SEATA-12",30,10,36.5841,0.36,0,0
"kex","SEATA-12",120,10,61.4372,0.72,0.625,0
"kex","SEATA-14",30,10,39.1038,0.11578947,0,0
"kex","SEATA-14",120,10,122.9795,0.3894737,0.1875,0
"kex","SEATA-15",30,10,39.7963,0,0,0
"kex","SEATA-15",120,10,123.5445,0,0,0
"kex","SEATA-16",30,10,11.1318,0.8571429,0.75,0
"kex","SEATA-16",120,10,9.5354,0.8571429,0.75,0
"kex","SEATA-19",30,10,32.7912,0.133870965,0.011538462,0
"kex","SEATA-19",120,10,123.0319,0.17741936,0.03846154,0
"kex","SEATA-21",30,10,37.7477,0,0,0
"kex","SEATA-21",120,10,123.1803,0.018957347,0.022727273,0.026666667
"kex","SEATA-24",30,10,34.1935,0.098863638,0,0
"kex","SEATA-24",120,10,123.6588,0.27272728,0.09090909,0
"kex","SEATA-25",30,10,32.6489,0,0,0
"kex","SEATA-25",120,10,123.1411,0,0,0
"kex","SEATA-26",30,10,33.7002,0.0061728394,0,0
"kex","SEATA-26",120,10,125.3198,0.0061728394,0,0
"kex","SEATA-29",30,10,33.8058,0.073529415,0,0
"kex","SEATA-29",120,10,123.9595,0.14705883,0.04166667,0.09090909
"kex","SEATA-32",30,10,34.7191,0.144444452,0,0
"kex","SEATA-32",120,10,88.3687,0.22222223,0,0
"kex","SEATA-4",30,10,8.9668,0.95454544,0.8,0
"kex","SEATA-4",120,10,9.6754,0.95454544,0.8,0
"kex","SEATA-6",30,10,34.2011,0.023529413,0,0
"kex","SEATA-6",120,10,123.1676,0.1211764748,0.1,0
"kex","SEATA-8",30,10,20.436,0.28260868,0.14285715,0
"kex","SEATA-8",120,10,18.8888,0.28260868,0.14285715,0
"kex","SEATA-9",30,10,17.2251,0.25925926,0,0
"kex","SEATA-9",120,10,17.549,0.25925926,0,0
"kex","SPOON-101",30,10,53.4343,0.5588235,0.29166666,0.61764706
"kex","SPOON-101",120,10,92.2656,0.58823532,0.29166666,0.6470589
"kex","SPOON-103",30,10,32.5634,0.428888907,0.300000006,0
"kex","SPOON-103",120,10,123.9355,0.737777804,0.6666667,0
"kex","SPOON-107",30,10,33.363,0.126923085,0.055000002,0
"kex","SPOON-107",120,10,52.8376,0.219230777,0.035,0
"kex","SPOON-11",30,10,61.02,0,0,0
"kex","SPOON-11",120,10,241.0207,0,0,0
"kex","SPOON-13",30,10,44.0304,0.17241379,0.03846154,0.1
"kex","SPOON-13",120,10,131.7133,0.13793103,0.023076924,0.06
"kex","SPOON-151",30,10,49.5401,0,0,0
"kex","SPOON-151",120,10,138.7126,0,0,0
"kex","SPOON-155",30,10,43.5284,0,0,0
"kex","SPOON-155",120,10,50.3778,0,0,0
"kex","SPOON-157",30,10,59.4336,0.029137529,0,0
"kex","SPOON-157",120,10,157.7301,0.02610722587,0,0
"kex","SPOON-159",30,10,33.9085,0.42307693,0.045454545,0
"kex","SPOON-159",120,10,57.0326,0.42307693,0.045454545,0
"kex","SPOON-163",30,10,32.9848,0,0,0
"kex","SPOON-163",120,10,122.1073,0,0,0
"kex","SPOON-165",30,10,26.1302,0.640000036,0.5,0
"kex","SPOON-165",120,10,41.4596,0.586666699,0.45,0
"kex","SPOON-167",30,10,16.5598,0.896153812,0.73125,0
"kex","SPOON-167",120,10,16.6657,0.873076868,0.70625,0
"kex","SPOON-169",30,10,32.0697,0.0925,0.08333334,0.064
"kex","SPOON-169",120,10,156.1366,0.0875,0.08333334,0.056
"kex","SPOON-19",30,10,35.8737,0.09090909,0,0
"kex","SPOON-19",120,10,62.2172,0.09090909,0,0
"kex","SPOON-9",30,10,31.7011,0,0,0
"kex","SPOON-9",120,10,85.2028,0,0,0
"kex-reflection","FASTJSON-104",30,10,61.0086,0.048780484,0,0.025641026
"kex-reflection","FASTJSON-104",120,10,241.0091,0.048780484,0,0.025641026
"kex-reflection","FASTJSON-105",30,10,31.0226,0.13057325,0.119047622,0.153333334
"kex-reflection","FASTJSON-105",120,10,31.8133,0.145222934,0.17460318,0.2
