benchmark,tool,runs,"budget",tgen,avgcovi,avgcovb,avgcovm
"FASTJSON-7","jtexpert",6,60,55.3,0.776,0.702,0.699
"FASTJSON-8","jtexpert",6,60,57.5,0.493,0.39,0.527
"FASTJSON-9","jtexpert",6,60,52.3,0.437,0.531,0.539
"JSOUP-1","jtexpert",6,60,70.8,0.969,0.882,0.221
"JSOUP-2","jtexpert",6,60,52.1,0.306,0.285,0.234
"JSOUP-3","jtexpert",6,60,53.6,0.718,0.437,0.829
"JSOUP-4","jtexpert",6,60,6.2,0,0,0
"JSOUP-5","jtexpert",6,60,53.3,0,0,0
"OKIO-10","jtexpert",6,60,52.1,0,0,0
"OKIO-1","jtexpert",6,60,72.9,0,0,0
"OKIO-2","jtexpert",6,60,56.4,0.86,0.896,0.95
"OKIO-3","jtexpert",6,60,54.6,0.252,0.208,0.284
"OKIO-4","jtexpert",6,60,54.5,0,0,0
"OKIO-5","jtexpert",6,60,73.5,0,0,0
"OKIO-6","jtexpert",6,60,2.8,0,0,0
"OKIO-7","jtexpert",6,60,51.9,0.418,0.229,0.365
"OKIO-8","jtexpert",6,60,73,0,0,0
"OKIO-9","jtexpert",6,60,52,0.533,0.423,0.384
"REDISSON-10","jtexpert",6,60,6.5,0,0,0
"REDISSON-1","jtexpert",6,60,52.4,0,0,0
"REDISSON-2","jtexpert",6,60,52,0,0,0
"REDISSON-3","jtexpert",6,60,19.6,0,0,0
"REDISSON-4","jtexpert",6,60,10.4,0,0,0
"REDISSON-5","jtexpert",6,60,25.8,0,0,0
"REDISSON-6","jtexpert",6,60,27.7,0,0,0
"REDISSON-7","jtexpert",6,60,20.4,0,0,0
"REDISSON-8","jtexpert",6,60,33.3,0.237,0.171,0.252
"REDISSON-9","jtexpert",6,60,28.3,0.825,0.81,0.495
"WEBMAGIC-1","jtexpert",6,60,53.2,0,0,0
"WEBMAGIC-2","jtexpert",6,60,3,0,0,0
"WEBMAGIC-3","jtexpert",6,60,60.2,1,0.765,1
"WEBMAGIC-4","jtexpert",6,60,2.9,0,0,0
"WEBMAGIC-5","jtexpert",6,60,52.9,0.924,0.833,0.875
"ZXING-10","jtexpert",6,60,63.3,0.849,0.753,0.667
"ZXING-1","jtexpert",6,60,55.9,0.306,0.241,0.294
"ZXING-2","jtexpert",6,60,2.6,0,0,0
"ZXING-3","jtexpert",6,60,58.1,0.967,0.819,0.984
"ZXING-4","jtexpert",6,60,58.3,0.587,0.384,0.453
"ZXING-5","jtexpert",6,60,57.8,0.955,0.927,0.525
"ZXING-6","jtexpert",6,60,54.7,0.156,0.138,0.175
"ZXING-7","jtexpert",6,60,53.4,0.992,0.98,1
"ZXING-8","jtexpert",6,60,52.1,0.322,0.272,0.23
"ZXING-9","jtexpert",6,60,52.5,1,0.928,1
"DUBBO-10","randoop",6,120,1.3,0,0,0
"DUBBO-2","randoop",6,120,1.3,0,0,0
"DUBBO-3","randoop",6,120,129.2,0.707,0.682,0.277
"DUBBO-4","randoop",6,120,122.6,0.683,0.5,0.333
"DUBBO-5","randoop",6,120,122.5,0.969,0.944,0.927
"DUBBO-6","randoop",6,120,121.9,0.021,0.028,0.023
"DUBBO-7","randoop",6,120,124.3,1,0.958,1
"DUBBO-8","randoop",6,120,121.4,0.045,0.02,0.019
"DUBBO-9","randoop",6,120,121.9,0.786,0.676,0.677
"FASTJSON-10","randoop",6,120,126.4,0.066,0,0.034
"FASTJSON-1","randoop",6,120,1.2,0,0,0
"FASTJSON-2","randoop",6,120,124.6,0.389,0.298,0.329
"FASTJSON-3","randoop",6,120,123.1,0.186,0.124,0.015
"FASTJSON-4","randoop",6,120,123.1,0.913,0.655,0.532
"FASTJSON-5","randoop",6,120,121.5,0.011,0.004,0.012
"FASTJSON-6","randoop",6,120,125.3,0.111,0.135,0.09
"FASTJSON-7","randoop",6,120,127.3,0.791,0.706,0.797
"FASTJSON-8","randoop",6,120,124.8,0.783,0.708,0.149
"FASTJSON-9","randoop",6,120,121.3,0.135,0.125,0.144
"JSOUP-1","randoop",6,120,122.5,0.95,0.761,0.06
"JSOUP-2","randoop",6,120,121.4,0.21,0.232,0
"JSOUP-3","randoop",6,120,121.5,0.213,0.088,0.262
"JSOUP-4","randoop",6,120,122.3,0.951,0.9,0.8
"JSOUP-5","randoop",6,120,123.1,0.49,0.188,0.271
"OKIO-10","randoop",6,120,122.1,0.673,0.6,0.473
"OKIO-1","randoop",6,120,122.4,0.809,0.729,0.008
"OKIO-2","randoop",6,120,122.8,0.794,0.787,0.782
"OKIO-3","randoop",6,120,122.6,0,0,0
"OKIO-4","randoop",6,120,121.4,0.014,0.006,0.009
"OKIO-5","randoop",6,120,121.5,0.028,0.015,0.013
"OKIO-6","randoop",6,120,122.4,0.342,0.321,0.366
"OKIO-7","randoop",6,120,122.6,0.751,0.743,0.621
"OKIO-8","randoop",6,120,123.3,0.681,0.545,0.254
"OKIO-9","randoop",6,120,121.5,0.533,0.384,0.358
"REDISSON-10","randoop",6,120,122.2,0.897,0.96,0.9
"REDISSON-1","randoop",6,120,129.8,0.104,0,0.034
"REDISSON-2","randoop",6,120,129.4,0.076,0,0
"REDISSON-3","randoop",6,120,123.9,0,0,0
"REDISSON-4","randoop",6,120,131.7,0.093,0,0.157
"REDISSON-5","randoop",6,120,130.4,0,0,0
"REDISSON-6","randoop",6,120,121.9,0,0,0
"REDISSON-7","randoop",6,120,1.7,0,0,0
"REDISSON-8","randoop",6,120,123,0.73,0.583,0.806
"REDISSON-9","randoop",6,120,122.7,0.803,0.439,0.574
"WEBMAGIC-1","randoop",6,120,1.3,0,0,0
"WEBMAGIC-2","randoop",6,120,1.4,0,0,0
"WEBMAGIC-3","randoop",6,120,122.2,0.872,0.544,0.642
"WEBMAGIC-4","randoop",6,120,122.8,0.746,0.166,0.655
"WEBMAGIC-5","randoop",6,120,122.1,0.827,0.866,0.791
"ZXING-10","randoop",6,120,125.9,0.38,0.316,0.256
"ZXING-1","randoop",6,120,124,0.087,0.033,0.031
"ZXING-2","randoop",6,120,121.3,0.003,0,0
"ZXING-3","randoop",6,120,121.8,0.625,0.474,0.243
"ZXING-4","randoop",6,120,1.6,0,0,0
"ZXING-5","randoop",6,120,126.9,0.109,0.075,0.011
"ZXING-6","randoop",6,120,121.4,0,0,0
"ZXING-7","randoop",6,120,127,0.541,0.486,0.454
"ZXING-8","randoop",6,120,122.2,0.051,0.033,0.019
"ZXING-9","randoop",6,120,124,0.777,0.632,0.468
"DUBBO-10","t3",6,120,40.6,0.152,0.217,0.241
"DUBBO-2","t3",6,120,3.6,0,0,0
"DUBBO-3","t3",6,120,23,0.96,0.951,0.901
"DUBBO-4","t3",6,120,11.4,0.683,0.666,0.555
"DUBBO-5","t3",6,120,27.1,0.969,0.944,0.872
"DUBBO-6","t3",6,120,8.1,0.043,0.028,0.023
"DUBBO-7","t3",6,120,19.3,1,0.979,0.99
"DUBBO-8","t3",6,120,114.8,0.896,0.819,0.743
"DUBBO-9","t3",6,120,91.8,0.805,0.715,0.735
"FASTJSON-10","t3",6,120,14.5,0.6,0.5,0.419
"FASTJSON-1","t3",6,120,116.3,0.088,0.068,0.03
"FASTJSON-2","t3",6,120,116,0.455,0.389,0.416
"FASTJSON-3","t3",6,120,123.1,0.271,0.215,0.128
"FASTJSON-4","t3",6,120,124.6,0.309,0.216,0.09
"FASTJSON-5","t3",6,120,124.6,0.019,0.011,0.026
"FASTJSON-6","t3",6,120,9.7,0.114,0.108,0.072
"FASTJSON-7","t3",6,120,117.1,0.797,0.69,0.729
"FASTJSON-8","t3",6,120,123.1,0.746,0.609,0.536
"FASTJSON-9","t3",6,120,17.7,0.197,0.187,0.223
"JSOUP-1","t3",6,120,124.4,0.687,0.538,0.375
"JSOUP-2","t3",6,120,114.8,0.689,0.712,0.019
"JSOUP-3","t3",6,120,34.4,0.766,0.459,0.85
"JSOUP-4","t3",6,120,109,0.902,0.816,0.766
"JSOUP-5","t3",6,120,115.4,0.692,0.446,0.216
"OKIO-10","t3",6,120,32.6,0.734,0.8,0.578
"OKIO-1","t3",6,120,124.6,0.253,0.177,0.094
"OKIO-2","t3",6,120,108.9,0.889,0.955,0.792
"OKIO-3","t3",6,120,105,0.272,0.25,0.171
"OKIO-4","t3",6,120,124.8,0,0,0
"OKIO-5","t3",6,120,124.3,0.418,0.297,0.221
"OKIO-6","t3",6,120,124.6,0.371,0.273,0.311
"OKIO-7","t3",6,120,123.3,0.769,0.812,0.642
"OKIO-8","t3",6,120,124.4,0.833,0.662,0.686
"OKIO-9","t3",6,120,4.4,0.6,0.423,0.282
"REDISSON-10","t3",6,120,125.3,0.849,0.836,0
"REDISSON-1","t3",6,120,104.7,0.076,0.083,0
"REDISSON-2","t3",6,120,13.5,0.076,0,0
"REDISSON-3","t3",6,120,117.6,0,0,0
"REDISSON-4","t3",6,120,83.7,0.062,0,0
"REDISSON-5","t3",6,120,115.9,0,0,0
"REDISSON-6","t3",6,120,62.7,0,0,0
"REDISSON-7","t3",6,120,3.2,0,0,0
"REDISSON-8","t3",6,120,41,0.705,0.523,0
"REDISSON-9","t3",6,120,41.1,0.897,0.681,0.05
"WEBMAGIC-1","t3",6,120,2.7,0,0,0
"WEBMAGIC-2","t3",6,120,2.7,0,0,0
"WEBMAGIC-3","t3",6,120,47.8,0.842,0.291,0.522
"WEBMAGIC-4","t3",6,120,124.4,0,0,0
"WEBMAGIC-5","t3",6,120,8.5,0.87,1,0.875
"ZXING-10","t3",6,120,116.5,0.72,0.698,0.559
"ZXING-1","t3",6,120,141.9,0.328,0.227,0.12
"ZXING-2","t3",6,120,124.5,0.024,0.017,0.01
"ZXING-3","t3",6,120,10.2,0.977,0.86,0.677
"ZXING-4","t3",6,120,17.2,0.928,0.951,0.175
"ZXING-5","t3",6,120,86.9,0.687,0.885,0.38
"ZXING-6","t3",6,120,118.2,0.769,0.658,0.423
"ZXING-7","t3",6,120,115.7,0.559,0.539,0.469
"ZXING-8","t3",6,120,10,0.397,0.544,0.326
"ZXING-9","t3",6,120,15.8,0.923,0.925,0.854
"DUBBO-10","evosuite",6,120,79.6,0.26,0.253,0.213
"DUBBO-2","evosuite",6,120,8.7,0,0,0
"DUBBO-3","evosuite",6,120,103.1,0.965,0.968,0.818
"DUBBO-4","evosuite",6,120,80,0.933,0.958,0.938
"DUBBO-5","evosuite",6,120,81.2,0.974,0.944,0.794
"DUBBO-6","evosuite",6,120,77.5,0.043,0.047,0.031
"DUBBO-7","evosuite",6,120,83.4,0.994,0.951,0.974
"DUBBO-8","evosuite",6,120,94.1,0.825,0.776,0.769
"DUBBO-9","evosuite",6,120,102.1,0.863,0.794,0.718
"FASTJSON-10","evosuite",6,120,86.9,0.57,0.466,0.442
"FASTJSON-1","evosuite",6,120,124.2,0.187,0.152,0.068
"FASTJSON-2","evosuite",6,120,114.3,0.389,0.311,0.329
"FASTJSON-3","evosuite",6,120,114.3,0.234,0.161,0.133
"FASTJSON-4","evosuite",6,120,114.6,0.456,0.211,0.387
"FASTJSON-5","evosuite",6,120,101.3,0.252,0.176,0.151
"FASTJSON-6","evosuite",6,120,90.7,0.496,0.479,0.259
"FASTJSON-7","evosuite",6,120,98.2,0.768,0.666,0.468
"FASTJSON-8","evosuite",6,120,111.6,0.838,0.73,0.709
"FASTJSON-9","evosuite",6,120,78.1,0.333,0.39,0.39
"JSOUP-1","evosuite",6,120,103.6,0.975,0.906,0.855
"JSOUP-2","evosuite",6,120,85.2,0.206,0.219,0.112
"JSOUP-3","evosuite",6,120,112.7,0.695,0.448,0.41
"JSOUP-4","evosuite",6,120,96.7,0.995,0.983,0.855
"JSOUP-5","evosuite",6,120,96.9,0.79,0.548,0.472
"OKIO-10","evosuite",6,120,81.9,0.795,0.855,0.824
"OKIO-1","evosuite",6,120,120.5,0.71,0.583,0.34
"OKIO-2","evosuite",6,120,113.4,0.889,0.897,0.845
"OKIO-3","evosuite",6,120,98.8,0.986,0.888,0.675
"OKIO-4","evosuite",6,120,116.8,0.524,0.401,0.305
"OKIO-5","evosuite",6,120,114.6,0.971,0.891,0.865
"OKIO-6","evosuite",6,120,85.9,0.8,0.821,0.838
"OKIO-7","evosuite",6,120,80.6,0.963,0.972,0.78
"OKIO-8","evosuite",6,120,122.3,0.794,0.556,0.581
"OKIO-9","evosuite",6,120,78.1,0.6,0.423,0.358
"REDISSON-10","evosuite",6,120,19.6,0.146,0.163,0.034
"REDISSON-1","evosuite",6,120,0,0,0,0
"REDISSON-2","evosuite",6,120,0,0,0,0
"REDISSON-3","evosuite",6,120,19.6,0,0,0
"REDISSON-4","evosuite",6,120,18.9,0.02,0,0
"REDISSON-5","evosuite",6,120,0,0,0,0
"REDISSON-6","evosuite",6,120,0,0,0,0
"REDISSON-7","evosuite",6,120,0,0,0,0
"REDISSON-8","evosuite",6,120,0,0,0,0
"REDISSON-9","evosuite",6,120,100.9,1,0.992,0.754
"WEBMAGIC-1","evosuite",6,120,93,0.322,0.214,0.409
"WEBMAGIC-2","evosuite",6,120,119.5,0.584,0.407,0.602
"WEBMAGIC-3","evosuite",6,120,113,1,0.799,0.794
"WEBMAGIC-4","evosuite",6,120,3.7,0,0,0
"WEBMAGIC-5","evosuite",6,120,75.7,0,0,0
"ZXING-10","evosuite",6,120,109.9,0.905,0.804,0.763
"ZXING-1","evosuite",6,120,112.2,0.452,0.363,0.227
"ZXING-2","evosuite",6,120,116.4,0.267,0.274,0.271
"ZXING-3","evosuite",6,120,99,0.981,0.915,0.659
"ZXING-4","evosuite",6,120,104.3,0.898,0.892,0.831
"ZXING-5","evosuite",6,120,116.2,0.851,0.8,0.568
"ZXING-6","evosuite",6,120,100.2,0.661,0.605,0.343
"ZXING-7","evosuite",6,120,105,0.98,0.964,0.924
"ZXING-8","evosuite",6,120,80.9,0.777,0.777,0.423
"ZXING-9","evosuite",6,120,78.1,0.923,0.925,0.609
"DUBBO-10","jtexpert",6,120,101.1,0.034,0,0
"DUBBO-2","jtexpert",6,120,103.9,0,0,0
"DUBBO-3","jtexpert",6,120,3.1,0,0,0
"DUBBO-4","jtexpert",6,120,101.4,0.749,0.715,0.679
"DUBBO-5","jtexpert",6,120,100.6,0.969,0.722,1
"DUBBO-6","jtexpert",6,120,100.6,0.49,0.573,0.631
"DUBBO-7","jtexpert",6,120,101.5,0.923,0.809,0.974
"DUBBO-8","jtexpert",6,120,102.3,0.783,0.574,0.825
"DUBBO-9","jtexpert",6,120,102.9,0.81,0.72,0.712
"FASTJSON-10","jtexpert",6,120,101.1,0.6,0.5,0.586
"FASTJSON-1","jtexpert",6,120,37.5,0.062,0.062,0.009
"FASTJSON-2","jtexpert",6,120,138.1,0.563,0.493,0.651
"FASTJSON-3","jtexpert",6,120,120.8,0.354,0.283,0.414
"FASTJSON-4","jtexpert",6,120,106.4,0.895,0.866,0.552
"FASTJSON-5","jtexpert",6,120,102.2,0.499,0.424,0.6
"FASTJSON-6","jtexpert",6,120,101.9,0.762,0.635,0.736
"FASTJSON-7","jtexpert",6,120,103.7,0.806,0.733,0.747
"FASTJSON-8","jtexpert",6,120,102.1,0.259,0.222,0.292
"FASTJSON-9","jtexpert",6,120,100.4,0.435,0.533,0.537
"JSOUP-1","jtexpert",6,120,123.3,0.966,0.874,0.203
"JSOUP-2","jtexpert",6,120,100.2,0.275,0.28,0.229
"JSOUP-3","jtexpert",6,120,101.5,0.731,0.437,0.837
"JSOUP-4","jtexpert",6,120,6.1,0.166,0.166,0.166
"JSOUP-5","jtexpert",6,120,101,0,0,0
"OKIO-10","jtexpert",6,120,100,0,0,0
"OKIO-1","jtexpert",6,120,128.9,0,0,0
"OKIO-2","jtexpert",6,120,105.8,0.862,0.896,0.947
"OKIO-3","jtexpert",6,120,103.2,0.253,0.216,0.286
"OKIO-4","jtexpert",6,120,101.4,0,0,0
"OKIO-5","jtexpert",6,120,129.6,0,0,0
"OKIO-6","jtexpert",6,120,2.8,0,0,0
"OKIO-7","jtexpert",6,120,99.9,0.418,0.229,0.365
"OKIO-8","jtexpert",6,120,110.2,0,0,0
"OKIO-9","jtexpert",6,120,100.1,0.533,0.423,0.384
"REDISSON-10","jtexpert",6,120,10.3,0,0,0
"REDISSON-1","jtexpert",6,120,100.5,0,0,0
"REDISSON-2","jtexpert",6,120,99.7,0,0,0
"REDISSON-3","jtexpert",6,120,37.8,0,0,0
"REDISSON-4","jtexpert",6,120,21.8,0,0,0
"REDISSON-5","jtexpert",6,120,58.7,0,0,0
"REDISSON-6","jtexpert",6,120,44.4,0,0,0
"REDISSON-7","jtexpert",6,120,25.5,0,0,0
"REDISSON-8","jtexpert",6,120,32,0.117,0.083,0.123
"REDISSON-9","jtexpert",6,120,43.2,0.33,0.333,0.245
"WEBMAGIC-1","jtexpert",6,120,101,0,0,0
"WEBMAGIC-2","jtexpert",6,120,3,0,0,0
"WEBMAGIC-3","jtexpert",6,120,109.2,1,0.76,1
"WEBMAGIC-4","jtexpert",6,120,2.8,0,0,0
"WEBMAGIC-5","jtexpert",6,120,101.3,0.956,0.9,0.916
"ZXING-10","jtexpert",6,120,114.7,0.847,0.751,0.24
"ZXING-1","jtexpert",6,120,104.9,0.406,0.342,0.42
"ZXING-2","jtexpert",6,120,2.5,0,0,0
"ZXING-3","jtexpert",6,120,110.3,0.977,0.829,0.99
"ZXING-4","jtexpert",6,120,108.9,0.646,0.449,0.308
"ZXING-5","jtexpert",6,120,107.9,0.964,0.939,0.509
"ZXING-6","jtexpert",6,120,103.5,0.11,0.094,0.116
"ZXING-7","jtexpert",6,120,101.2,0.99,0.98,1
"ZXING-8","jtexpert",6,120,100.2,0.307,0.266,0.23
"ZXING-9","jtexpert",6,120,101.2,0.994,0.918,1
"DUBBO-10","randoop",6,240,1.3,0,0,0
"DUBBO-2","randoop",6,240,1.7,0,0,0
"DUBBO-3","randoop",6,240,254.4,0.707,0.682,0.278
"DUBBO-4","randoop",6,240,242.4,0.683,0.5,0.333
"DUBBO-5","randoop",6,240,242.3,0.969,0.944,0.933
"DUBBO-6","randoop",6,240,242.3,0.021,0.028,0.023
"DUBBO-7","randoop",6,240,244.4,1,0.958,1
"DUBBO-8","randoop",6,240,241.4,0.045,0.02,0.019
"DUBBO-9","randoop",6,240,242,0.786,0.676,0.693
"FASTJSON-10","randoop",6,240,246,0.066,0,0.034
"FASTJSON-1","randoop",6,240,1.5,0,0,0
"FASTJSON-2","randoop",6,240,245.3,0.405,0.314,0.295
"FASTJSON-3","randoop",6,240,244.3,0.193,0.135,0.015
"FASTJSON-4","randoop",6,240,243.7,0.937,0.722,0.559
"FASTJSON-5","randoop",6,240,241.4,0.011,0.004,0.012
"FASTJSON-6","randoop",6,240,246.9,0.111,0.135,0.09
"FASTJSON-7","randoop",6,240,254.6,0.791,0.706,0.489
"FASTJSON-8","randoop",6,240,250.5,0.785,0.706,0.111
"FASTJSON-9","randoop",6,240,241.5,0.135,0.125,0.144
"JSOUP-1","randoop",6,240,242.3,0.95,0.761,0.06
"JSOUP-2","randoop",6,240,241.4,0.21,0.232,0
"JSOUP-3","randoop",6,240,241.4,0.213,0.088,0.262
"JSOUP-4","randoop",6,240,242.2,0.951,0.9,0.8
"JSOUP-5","randoop",6,240,245.4,0.49,0.188,0.274
"OKIO-10","randoop",6,240,242,0.673,0.6,0.473
"OKIO-1","randoop",6,240,242.5,0.826,0.778,0.009
"OKIO-2","randoop",6,240,242.5,0.812,0.85,0.921
"OKIO-3","randoop",6,240,244,0,0,0
"OKIO-4","randoop",6,240,241.5,0.014,0.006,0.009
"OKIO-5","randoop",6,240,241.3,0.028,0.015,0.013
"OKIO-6","randoop",6,240,242.2,0.342,0.321,0.366
"OKIO-7","randoop",6,240,243.5,0.818,0.791,0.67
"OKIO-8","randoop",6,240,242.4,0.691,0.659,0.235
"OKIO-9","randoop",6,240,241.3,0.533,0.384,0.358
"REDISSON-10","randoop",6,240,242.6,0.9,0.978,0.904
"REDISSON-1","randoop",6,240,262.7,0.104,0,0.034
"REDISSON-2","randoop",6,240,252.8,0.076,0,0
"REDISSON-3","randoop",6,240,245,0,0,0
"REDISSON-4","randoop",6,240,254.5,0.093,0,0.157
"REDISSON-5","randoop",6,240,252.9,0,0,0
"REDISSON-6","randoop",6,240,241.8,0,0,0
"REDISSON-7","randoop",6,240,1.3,0,0,0
"REDISSON-8","randoop",6,240,242.2,0.73,0.583,0.806
"REDISSON-9","randoop",6,240,242.5,0.808,0.454,0.583
"WEBMAGIC-1","randoop",6,240,1.3,0,0,0
"WEBMAGIC-2","randoop",6,240,1.3,0,0,0
"WEBMAGIC-3","randoop",6,240,242,0.876,0.593,0.663
"WEBMAGIC-4","randoop",6,240,243,0.746,0.166,0.655
"WEBMAGIC-5","randoop",6,240,242.7,0.838,0.9,0.822
"ZXING-10","randoop",6,240,248.5,0.38,0.316,0.16
"ZXING-1","randoop",6,240,254.2,0.087,0.033,0.029
"ZXING-2","randoop",6,240,241.4,0.003,0,0
"ZXING-3","randoop",6,240,241.8,0.625,0.474,0.243
"ZXING-4","randoop",6,240,1.3,0,0,0
"ZXING-5","randoop",6,240,246.2,0.109,0.075,0.011
"ZXING-6","randoop",6,240,241.3,0,0,0
"ZXING-7","randoop",6,240,251.6,0.541,0.486,0.393
"ZXING-8","randoop",6,240,242.7,0.051,0.033,0.019
"ZXING-9","randoop",6,240,244.6,0.777,0.632,0.468
"DUBBO-10","t3",6,240,36.6,0.156,0.224,0.233
"DUBBO-2","t3",6,240,3.7,0,0,0
"DUBBO-3","t3",6,240,19,0.96,0.951,0.904
"DUBBO-4","t3",6,240,10.6,0.683,0.666,0.555
"DUBBO-5","t3",6,240,27.8,0.969,0.944,0.877
"DUBBO-6","t3",6,240,8.1,0.043,0.028,0.023
"DUBBO-7","t3",6,240,18.7,1,0.979,0.99
"DUBBO-8","t3",6,240,234.9,0.896,0.819,0.753
"DUBBO-9","t3",6,240,82.7,0.807,0.72,0.728
"FASTJSON-10","t3",6,240,13.4,0.6,0.5,0.448
"FASTJSON-1","t3",6,240,182.5,0.096,0.083,0.031
"FASTJSON-2","t3",6,240,237.7,0.461,0.397,0.392
"FASTJSON-3","t3",6,240,244.7,0.281,0.222,0.14
"FASTJSON-4","t3",6,240,244.6,0.154,0.105,0.046
"FASTJSON-5","t3",6,240,244.5,0.034,0.019,0.047
"FASTJSON-6","t3",6,240,9.8,0.114,0.108,0.074
"FASTJSON-7","t3",6,240,237.1,0.814,0.713,0.755
"FASTJSON-8","t3",6,240,243.2,0.808,0.668,0.409
"FASTJSON-9","t3",6,240,18,0.197,0.187,0.223
"JSOUP-1","t3",6,240,244.5,0.778,0.55,0.369
"JSOUP-2","t3",6,240,216.2,0.697,0.707,0.02
"JSOUP-3","t3",6,240,34.7,0.766,0.464,0.712
"JSOUP-4","t3",6,240,207.1,0.955,0.916,0.811
"JSOUP-5","t3",6,240,234.8,0.693,0.446,0.205
"OKIO-10","t3",6,240,31.1,0.734,0.8,0.578
"OKIO-1","t3",6,240,244.5,0,0,0
"OKIO-2","t3",6,240,119.4,0.89,0.954,0.789
"OKIO-3","t3",6,240,105.8,0.272,0.25,0.171
"OKIO-4","t3",6,240,244.4,0,0,0
"OKIO-5","t3",6,240,245.2,0.379,0.224,0.203
"OKIO-6","t3",6,240,245.1,0.538,0.422,0.466
"OKIO-7","t3",6,240,225.4,0.842,0.888,0.699
"OKIO-8","t3",6,240,244.3,0.794,0.651,0.643
"OKIO-9","t3",6,240,4.4,0.6,0.423,0.282
"REDISSON-10","t3",6,240,243.6,0.843,0.778,0
"REDISSON-1","t3",6,240,163.7,0.06,0.111,0
"REDISSON-2","t3",6,240,13.3,0.076,0,0
"REDISSON-3","t3",6,240,247.9,0,0,0
"REDISSON-4","t3",6,240,163.7,0.062,0,0
"REDISSON-5","t3",6,240,152.5,0,0,0
"REDISSON-6","t3",6,240,163.6,0,0,0
"REDISSON-7","t3",6,240,3.3,0,0,0
"REDISSON-8","t3",6,240,35.9,0.717,0.541,0
"REDISSON-9","t3",6,240,42.4,0.897,0.681,0.046
"WEBMAGIC-1","t3",6,240,2.7,0,0,0
"WEBMAGIC-2","t3",6,240,2.7,0,0,0
"WEBMAGIC-3","t3",6,240,56.3,0.842,0.281,0.517
"WEBMAGIC-4","t3",6,240,244.3,0,0,0
"WEBMAGIC-5","t3",6,240,8.5,0.87,1,0.875
"ZXING-10","t3",6,240,238,0.721,0.7,0.549
"ZXING-1","t3",6,240,250.1,0.312,0.225,0.115
"ZXING-2","t3",6,240,244.6,0.044,0.044,0.022
"ZXING-3","t3",6,240,13.9,0.977,0.858,0.678
"ZXING-4","t3",6,240,23,0.928,0.949,0.186
"ZXING-5","t3",6,240,97.8,0.684,0.893,0.376
"ZXING-6","t3",6,240,236.1,0.775,0.667,0.445
"ZXING-7","t3",6,240,196.1,0.559,0.539,0.471
"ZXING-8","t3",6,240,13.8,0.397,0.544,0.339
"ZXING-9","t3",6,240,17.9,0.941,0.938,0.854
"DUBBO-10","evosuite",6,240,149.5,0.289,0.282,0.208
"DUBBO-2","evosuite",6,240,4.4,0,0,0
"DUBBO-3","evosuite",6,240,187,0.965,0.97,0.857
"DUBBO-4","evosuite",6,240,151.4,0.93,0.951,0.925
"DUBBO-5","evosuite",6,240,150.5,0.974,0.944,0.788
"DUBBO-6","evosuite",6,240,147.2,0.043,0.047,0.023
"DUBBO-7","evosuite",6,240,152.7,1,0.979,0.99
"DUBBO-8","evosuite",6,240,161.6,0.846,0.776,0.783
"DUBBO-9","evosuite",6,240,175.3,0.853,0.77,0.703
"FASTJSON-10","evosuite",6,240,159.1,0.607,0.5,0.454
"FASTJSON-1","evosuite",6,240,234.8,0.237,0.203,0.102
"FASTJSON-2","evosuite",6,240,227.4,0.48,0.404,0.435
"FASTJSON-3","evosuite",6,240,222,0.255,0.185,0.169
"FASTJSON-4","evosuite",6,240,227.6,0.551,0.305,0.539
"FASTJSON-5","evosuite",6,240,165.4,0.288,0.21,0.175
"FASTJSON-6","evosuite",6,240,157.6,0.355,0.344,0.19
"FASTJSON-7","evosuite",6,240,166.9,0.81,0.716,0.497
"FASTJSON-8","evosuite",6,240,198.1,0.876,0.772,0.73
"FASTJSON-9","evosuite",6,240,148.3,0.333,0.39,0.394
"JSOUP-1","evosuite",6,240,180.7,0.982,0.948,0.874
"JSOUP-2","evosuite",6,240,152.2,0.603,0.557,0.408
"JSOUP-3","evosuite",6,240,202.8,0.757,0.52,0.497
"JSOUP-4","evosuite",6,240,147.6,0.829,0.816,0.727
"JSOUP-5","evosuite",6,240,169.6,0.813,0.564,0.5
"OKIO-10","evosuite",6,240,149.9,0.782,0.833,0.807
"OKIO-1","evosuite",6,240,234.3,0.657,0.561,0.239
"OKIO-2","evosuite",6,240,205.3,0.918,0.949,0.786
"OKIO-3","evosuite",6,240,166.1,0.975,0.877,0.691
"OKIO-4","evosuite",6,240,238.4,0.65,0.498,0.511
"OKIO-5","evosuite",6,240,211.4,0.98,0.934,0.883
"OKIO-6","evosuite",6,240,156.5,0.828,0.857,0.866
"OKIO-7","evosuite",6,240,149.5,0.972,0.972,0.792
"OKIO-8","evosuite",6,240,237.1,0.799,0.594,0.604
"OKIO-9","evosuite",6,240,146.5,0.6,0.423,0.358
"REDISSON-10","evosuite",6,240,0,0,0,0
"REDISSON-1","evosuite",6,240,0,0,0,0
"REDISSON-2","evosuite",6,240,0,0,0,0
"REDISSON-3","evosuite",6,240,37.8,0,0,0
"REDISSON-4","evosuite",6,240,0,0,0,0
"REDISSON-5","evosuite",6,240,0,0,0,0
"REDISSON-6","evosuite",6,240,0,0,0,0
"REDISSON-7","evosuite",6,240,0,0,0,0
"REDISSON-8","evosuite",6,240,0,0,0,0
"REDISSON-9","evosuite",6,240,170.9,0.995,0.992,0.745
